sku,sale_date,units_sold,revenue
pulled-pork-roast,2025-07-08,30.83,338.82
chuck-roast,2025-07-09,55.89,1312.86
striploin-steak-bnls,2025-07-09,70.5,3030.8
ribeye-steak-bnls,2025-07-09,18.08,903.82
short-ribs-simmering,2025-07-09,93.15,4190.82
top-sirloin-steak-cr,2025-07-09,30.09,1022.76
flank-steak,2025-07-09,21.77,783.5
blade-thin-sliced,2025-07-09,160.47,4010.15
pork-belly-thin-cut,2025-07-09,107.49,1396.3
wagyu-flatiron-thin,2025-07-09,12.63,833.45
tomahawk-steak,2025-07-09,10.0,962.33
tenderloin-steak,2025-07-09,4.85,320.05
brisket-whole-trimmed,2025-07-09,26.15,496.59
eye-of-round-roast,2025-07-09,33.07,661.07
beef-stew-meat,2025-07-09,32.85,558.12
skirt-steak,2025-07-09,13.17,513.5
osso-buco,2025-07-09,8.39,150.94
ground-beef-medium,2025-07-09,172.5,2413.28
pork-chops-bnls,2025-07-09,84.57,1267.7
pulled-pork-roast,2025-07-09,32.33,355.31
chuck-roast,2025-07-10,47.8,1122.82
striploin-steak-bnls,2025-07-10,65.36,2809.83
ribeye-steak-bnls,2025-07-10,18.46,922.82
short-ribs-simmering,2025-07-10,86.88,3908.73
top-sirloin-steak-cr,2025-07-10,33.51,1139.0
flank-steak,2025-07-10,17.04,613.27
blade-thin-sliced,2025-07-10,149.44,3734.51
pork-belly-thin-cut,2025-07-10,119.39,1550.88
wagyu-flatiron-thin,2025-07-10,10.25,676.4
tomahawk-steak,2025-07-10,8.0,769.86
tenderloin-steak,2025-07-10,5.98,394.62
brisket-whole-trimmed,2025-07-10,25.95,492.79
eye-of-round-roast,2025-07-10,26.45,528.74
beef-stew-meat,2025-07-10,30.93,525.5
skirt-steak,2025-07-10,12.23,476.85
osso-buco,2025-07-10,11.95,214.98
ground-beef-medium,2025-07-10,181.79,2543.24
pork-chops-bnls,2025-07-10,86.94,1303.23
pulled-pork-roast,2025-07-10,32.31,355.09
chuck-roast,2025-07-11,52.45,1232.05
striploin-steak-bnls,2025-07-11,52.82,2270.73
ribeye-steak-bnls,2025-07-11,20.8,1039.79
short-ribs-simmering,2025-07-11,83.35,3749.92
top-sirloin-steak-cr,2025-07-11,34.35,1167.56
flank-steak,2025-07-11,16.87,607.15
blade-thin-sliced,2025-07-11,151.9,3795.98
pork-belly-thin-cut,2025-07-11,129.26,1679.09
wagyu-flatiron-thin,2025-07-11,12.17,803.1
tomahawk-steak,2025-07-11,9.0,866.09
tenderloin-steak,2025-07-11,4.8,316.75
brisket-whole-trimmed,2025-07-11,22.94,435.63
eye-of-round-roast,2025-07-11,37.54,750.42
beef-stew-meat,2025-07-11,42.15,716.13
skirt-steak,2025-07-11,11.32,441.37
osso-buco,2025-07-11,10.61,190.87
ground-beef-medium,2025-07-11,170.1,2379.7
pork-chops-bnls,2025-07-11,64.54,967.45
pulled-pork-roast,2025-07-11,35.06,385.31
chuck-roast,2025-07-12,55.6,1306.04
striploin-steak-bnls,2025-07-12,103.84,4464.08
ribeye-steak-bnls,2025-07-12,30.06,1502.7
short-ribs-simmering,2025-07-12,114.79,5164.4
top-sirloin-steak-cr,2025-07-12,58.57,1990.79
flank-steak,2025-07-12,33.21,1195.23
blade-thin-sliced,2025-07-12,213.32,5330.87
pork-belly-thin-cut,2025-07-12,202.56,2631.25
wagyu-flatiron-thin,2025-07-12,22.61,1492.03
tomahawk-steak,2025-07-12,11.0,1058.56
tenderloin-steak,2025-07-12,10.93,721.27
brisket-whole-trimmed,2025-07-12,51.17,971.72
eye-of-round-roast,2025-07-12,53.0,1059.47
beef-stew-meat,2025-07-12,54.01,917.63
skirt-steak,2025-07-12,19.35,754.46
osso-buco,2025-07-12,19.71,354.58
ground-beef-medium,2025-07-12,301.85,4222.88
pork-chops-bnls,2025-07-12,121.65,1823.53
pulled-pork-roast,2025-07-12,61.26,673.25
chuck-roast,2025-07-13,71.19,1672.25
striploin-steak-bnls,2025-07-13,92.15,3961.53
ribeye-steak-bnls,2025-07-13,28.81,1440.21
short-ribs-simmering,2025-07-13,93.83,4221.41
top-sirloin-steak-cr,2025-07-13,58.08,1974.14
flank-steak,2025-07-13,31.68,1140.16
blade-thin-sliced,2025-07-13,251.71,6290.23
pork-belly-thin-cut,2025-07-13,158.42,2057.88
wagyu-flatiron-thin,2025-07-13,24.1,1590.36
tomahawk-steak,2025-07-13,16.0,1539.72
tenderloin-steak,2025-07-13,11.26,743.05
brisket-whole-trimmed,2025-07-13,43.06,817.71
eye-of-round-roast,2025-07-13,45.01,899.75
beef-stew-meat,2025-07-13,63.21,1073.94
skirt-steak,2025-07-13,19.74,769.66
osso-buco,2025-07-13,19.05,342.71
ground-beef-medium,2025-07-13,247.79,3466.58
pork-chops-bnls,2025-07-13,104.48,1566.16
pulled-pork-roast,2025-07-13,55.44,609.29
chuck-roast,2025-07-14,58.24,1368.06
striploin-steak-bnls,2025-07-14,76.86,3304.21
ribeye-steak-bnls,2025-07-14,19.61,980.3
short-ribs-simmering,2025-07-14,82.93,3731.02
top-sirloin-steak-cr,2025-07-14,41.74,1418.74
flank-steak,2025-07-14,17.66,635.58
blade-thin-sliced,2025-07-14,138.9,3471.11
pork-belly-thin-cut,2025-07-14,100.23,1301.99
wagyu-flatiron-thin,2025-07-14,14.64,966.09
tomahawk-steak,2025-07-14,10.0,962.33
tenderloin-steak,2025-07-14,6.62,436.85
brisket-whole-trimmed,2025-07-14,20.99,398.6
eye-of-round-roast,2025-07-14,36.88,737.23
beef-stew-meat,2025-07-14,37.49,636.96
skirt-steak,2025-07-14,13.65,532.21
osso-buco,2025-07-14,8.14,146.44
ground-beef-medium,2025-07-14,221.57,3099.76
pork-chops-bnls,2025-07-14,81.69,1224.53
pulled-pork-roast,2025-07-14,30.84,338.93
chuck-roast,2025-07-15,53.55,1257.89
striploin-steak-bnls,2025-07-15,56.55,2431.08
ribeye-steak-bnls,2025-07-15,17.35,867.33
short-ribs-simmering,2025-07-15,82.08,3692.78
top-sirloin-steak-cr,2025-07-15,24.83,843.97
flank-steak,2025-07-15,20.61,741.75
blade-thin-sliced,2025-07-15,171.49,4285.54
pork-belly-thin-cut,2025-07-15,113.96,1480.34
wagyu-flatiron-thin,2025-07-15,12.92,852.59
tomahawk-steak,2025-07-15,8.0,769.86
tenderloin-steak,2025-07-15,5.16,340.51
brisket-whole-trimmed,2025-07-15,22.99,436.58
eye-of-round-roast,2025-07-15,27.88,557.32
beef-stew-meat,2025-07-15,42.16,716.3
skirt-steak,2025-07-15,12.3,479.58
osso-buco,2025-07-15,12.63,227.21
ground-beef-medium,2025-07-15,186.93,2615.15
pork-chops-bnls,2025-07-15,66.56,997.73
pulled-pork-roast,2025-07-15,35.88,394.32
chuck-roast,2025-07-16,53.46,1255.78
striploin-steak-bnls,2025-07-16,67.59,2905.69
ribeye-steak-bnls,2025-07-16,21.43,1071.29
short-ribs-simmering,2025-07-16,80.24,3610.0
top-sirloin-steak-cr,2025-07-16,30.52,1037.37
flank-steak,2025-07-16,18.21,655.38
blade-thin-sliced,2025-07-16,127.45,3184.98
pork-belly-thin-cut,2025-07-16,120.09,1559.97
wagyu-flatiron-thin,2025-07-16,14.54,959.49
tomahawk-steak,2025-07-16,9.0,866.09
tenderloin-steak,2025-07-16,4.22,278.48
brisket-whole-trimmed,2025-07-16,20.58,390.81
eye-of-round-roast,2025-07-16,37.81,755.82
beef-stew-meat,2025-07-16,36.78,624.89
skirt-steak,2025-07-16,11.47,447.22
osso-buco,2025-07-16,9.6,172.7
ground-beef-medium,2025-07-16,155.8,2179.64
pork-chops-bnls,2025-07-16,88.15,1321.37
pulled-pork-roast,2025-07-16,29.56,324.86
chuck-roast,2025-07-17,58.38,1371.35
striploin-steak-bnls,2025-07-17,62.35,2680.43
ribeye-steak-bnls,2025-07-17,22.06,1102.78
short-ribs-simmering,2025-07-17,89.46,4024.81
top-sirloin-steak-cr,2025-07-17,34.31,1166.2
flank-steak,2025-07-17,20.26,729.16
blade-thin-sliced,2025-07-17,160.23,4004.15
pork-belly-thin-cut,2025-07-17,129.2,1678.31
wagyu-flatiron-thin,2025-07-17,12.05,795.18
tomahawk-steak,2025-07-17,11.0,1058.56
tenderloin-steak,2025-07-17,4.45,293.66
brisket-whole-trimmed,2025-07-17,24.8,470.95
eye-of-round-roast,2025-07-17,31.04,620.49
beef-stew-meat,2025-07-17,39.01,662.78
skirt-steak,2025-07-17,11.77,458.91
osso-buco,2025-07-17,10.29,185.12
ground-beef-medium,2025-07-17,182.18,2548.7
pork-chops-bnls,2025-07-17,61.54,922.48
pulled-pork-roast,2025-07-17,31.02,340.91
chuck-roast,2025-07-18,43.46,1020.88
striploin-steak-bnls,2025-07-18,50.36,2164.98
ribeye-steak-bnls,2025-07-18,18.9,944.81
short-ribs-simmering,2025-07-18,91.96,4137.28
top-sirloin-steak-cr,2025-07-18,33.0,1121.67
flank-steak,2025-07-18,19.89,715.84
blade-thin-sliced,2025-07-18,118.03,2949.57
pork-belly-thin-cut,2025-07-18,105.32,1368.11
wagyu-flatiron-thin,2025-07-18,15.69,1035.38
tomahawk-steak,2025-07-18,7.0,673.63
tenderloin-steak,2025-07-18,5.33,351.73
brisket-whole-trimmed,2025-07-18,22.83,433.54
eye-of-round-roast,2025-07-18,31.28,625.29
beef-stew-meat,2025-07-18,34.47,585.65
skirt-steak,2025-07-18,13.25,516.62
osso-buco,2025-07-18,10.08,181.34
ground-beef-medium,2025-07-18,176.2,2465.04
pork-chops-bnls,2025-07-18,65.58,983.04
pulled-pork-roast,2025-07-18,31.99,351.57
chuck-roast,2025-07-19,58.96,1384.97
striploin-steak-bnls,2025-07-19,97.82,4205.28
ribeye-steak-bnls,2025-07-19,42.41,2120.08
short-ribs-simmering,2025-07-19,138.36,6224.82
top-sirloin-steak-cr,2025-07-19,60.77,2065.57
flank-steak,2025-07-19,30.67,1103.81
blade-thin-sliced,2025-07-19,186.75,4666.88
pork-belly-thin-cut,2025-07-19,158.71,2061.64
wagyu-flatiron-thin,2025-07-19,26.01,1716.4
tomahawk-steak,2025-07-19,12.0,1154.79
tenderloin-steak,2025-07-19,10.26,677.06
brisket-whole-trimmed,2025-07-19,42.53,807.64
eye-of-round-roast,2025-07-19,38.2,763.62
beef-stew-meat,2025-07-19,42.81,727.34
skirt-steak,2025-07-19,22.17,864.41
osso-buco,2025-07-19,16.71,300.61
ground-beef-medium,2025-07-19,249.53,3490.92
pork-chops-bnls,2025-07-19,101.59,1522.83
pulled-pork-roast,2025-07-19,59.36,652.37
chuck-roast,2025-07-20,66.3,1557.39
striploin-steak-bnls,2025-07-20,90.99,3911.66
ribeye-steak-bnls,2025-07-20,33.28,1663.67
short-ribs-simmering,2025-07-20,115.75,5207.59
top-sirloin-steak-cr,2025-07-20,53.94,1833.42
flank-steak,2025-07-20,32.78,1179.75
blade-thin-sliced,2025-07-20,255.06,6373.95
pork-belly-thin-cut,2025-07-20,182.66,2372.75
wagyu-flatiron-thin,2025-07-20,22.52,1486.09
tomahawk-steak,2025-07-20,12.0,1154.79
tenderloin-steak,2025-07-20,10.06,663.86
brisket-whole-trimmed,2025-07-20,47.55,902.97
eye-of-round-roast,2025-07-20,45.75,914.54
beef-stew-meat,2025-07-20,52.35,889.43
skirt-steak,2025-07-20,23.07,899.5
osso-buco,2025-07-20,18.69,336.23
ground-beef-medium,2025-07-20,296.33,4145.66
pork-chops-bnls,2025-07-20,124.73,1869.7
pulled-pork-roast,2025-07-20,62.19,683.47
chuck-roast,2025-07-21,48.98,1150.54
striploin-steak-bnls,2025-07-21,73.14,3144.29
ribeye-steak-bnls,2025-07-21,19.1,954.81
short-ribs-simmering,2025-07-21,93.57,4209.71
top-sirloin-steak-cr,2025-07-21,32.05,1089.38
flank-steak,2025-07-21,19.15,689.21
blade-thin-sliced,2025-07-21,136.19,3403.39
pork-belly-thin-cut,2025-07-21,134.77,1750.66
wagyu-flatiron-thin,2025-07-21,17.42,1149.55
tomahawk-steak,2025-07-21,8.0,769.86
tenderloin-steak,2025-07-21,5.0,329.95
brisket-whole-trimmed,2025-07-21,23.5,446.26
eye-of-round-roast,2025-07-21,29.23,584.31
beef-stew-meat,2025-07-21,44.72,759.79
skirt-steak,2025-07-21,11.44,446.05
osso-buco,2025-07-21,9.37,168.57
ground-beef-medium,2025-07-21,153.76,2151.1
pork-chops-bnls,2025-07-21,67.92,1018.12
pulled-pork-roast,2025-07-21,25.26,277.61
chuck-roast,2025-07-22,53.46,1255.78
striploin-steak-bnls,2025-07-22,86.6,3722.93
ribeye-steak-bnls,2025-07-22,17.79,889.32
short-ribs-simmering,2025-07-22,71.08,3197.89
top-sirloin-steak-cr,2025-07-22,34.5,1172.65
flank-steak,2025-07-22,17.04,613.27
blade-thin-sliced,2025-07-22,173.72,4341.26
pork-belly-thin-cut,2025-07-22,119.82,1556.46
wagyu-flatiron-thin,2025-07-22,11.49,758.23
tomahawk-steak,2025-07-22,8.0,769.86
tenderloin-steak,2025-07-22,5.43,358.33
brisket-whole-trimmed,2025-07-22,24.12,458.04
eye-of-round-roast,2025-07-22,29.2,583.71
beef-stew-meat,2025-07-22,36.31,616.91
skirt-steak,2025-07-22,10.64,414.85
osso-buco,2025-07-22,10.4,187.1
ground-beef-medium,2025-07-22,150.14,2100.46
pork-chops-bnls,2025-07-22,70.51,1056.94
pulled-pork-roast,2025-07-22,33.93,372.89
chuck-roast,2025-07-23,51.4,1207.39
striploin-steak-bnls,2025-07-23,66.5,2858.84
ribeye-steak-bnls,2025-07-23,18.45,922.32
short-ribs-simmering,2025-07-23,99.78,4489.1
top-sirloin-steak-cr,2025-07-23,34.61,1176.39
flank-steak,2025-07-23,19.61,705.76
blade-thin-sliced,2025-07-23,166.16,4152.34
pork-belly-thin-cut,2025-07-23,135.57,1761.05
wagyu-flatiron-thin,2025-07-23,11.76,776.04
tomahawk-steak,2025-07-23,7.0,673.63
tenderloin-steak,2025-07-23,5.21,343.81
brisket-whole-trimmed,2025-07-23,26.46,502.48
eye-of-round-roast,2025-07-23,35.3,705.65
beef-stew-meat,2025-07-23,33.24,564.75
skirt-steak,2025-07-23,11.12,433.57
osso-buco,2025-07-23,10.48,188.54
ground-beef-medium,2025-07-23,184.32,2578.64
pork-chops-bnls,2025-07-23,59.35,889.66
pulled-pork-roast,2025-07-23,32.4,356.08
chuck-roast,2025-07-24,39.72,933.02
striploin-steak-bnls,2025-07-24,55.34,2379.07
ribeye-steak-bnls,2025-07-24,21.85,1092.28
short-ribs-simmering,2025-07-24,107.91,4854.87
top-sirloin-steak-cr,2025-07-24,26.79,910.59
flank-steak,2025-07-24,17.87,643.14
blade-thin-sliced,2025-07-24,149.48,3735.51
pork-belly-thin-cut,2025-07-24,153.35,1992.02
wagyu-flatiron-thin,2025-07-24,11.68,770.76
tomahawk-steak,2025-07-24,8.0,769.86
tenderloin-steak,2025-07-24,5.97,393.96
brisket-whole-trimmed,2025-07-24,23.7,450.06
eye-of-round-roast,2025-07-24,33.78,675.26
beef-stew-meat,2025-07-24,31.16,529.41
skirt-steak,2025-07-24,12.14,473.34
osso-buco,2025-07-24,8.13,146.26
ground-beef-medium,2025-07-24,163.86,2292.4
pork-chops-bnls,2025-07-24,82.21,1232.33
pulled-pork-roast,2025-07-24,30.8,338.49
chuck-roast,2025-07-25,47.72,1120.94
striploin-steak-bnls,2025-07-25,56.66,2435.81
ribeye-steak-bnls,2025-07-25,18.11,905.32
short-ribs-simmering,2025-07-25,89.93,4045.95
top-sirloin-steak-cr,2025-07-25,34.85,1184.55
flank-steak,2025-07-25,13.58,488.74
blade-thin-sliced,2025-07-25,134.64,3364.65
pork-belly-thin-cut,2025-07-25,126.31,1640.77
wagyu-flatiron-thin,2025-07-25,12.25,808.38
tomahawk-steak,2025-07-25,9.0,866.09
tenderloin-steak,2025-07-25,5.12,337.87
brisket-whole-trimmed,2025-07-25,23.9,453.86
eye-of-round-roast,2025-07-25,29.09,581.51
beef-stew-meat,2025-07-25,36.1,613.34
skirt-steak,2025-07-25,14.22,554.44
osso-buco,2025-07-25,9.08,163.35
ground-beef-medium,2025-07-25,184.51,2581.29
pork-chops-bnls,2025-07-25,76.01,1139.39
pulled-pork-roast,2025-07-25,37.34,410.37
chuck-roast,2025-07-26,65.76,1544.7
striploin-steak-bnls,2025-07-26,104.24,4481.28
ribeye-steak-bnls,2025-07-26,35.9,1794.64
short-ribs-simmering,2025-07-26,116.84,5256.63
top-sirloin-steak-cr,2025-07-26,54.38,1848.38
flank-steak,2025-07-26,29.79,1072.14
blade-thin-sliced,2025-07-26,228.38,5707.22
pork-belly-thin-cut,2025-07-26,205.89,2674.51
wagyu-flatiron-thin,2025-07-26,22.93,1513.15
tomahawk-steak,2025-07-26,13.0,1251.02
tenderloin-steak,2025-07-26,9.75,643.4
brisket-whole-trimmed,2025-07-26,38.64,733.77
eye-of-round-roast,2025-07-26,56.05,1120.44
beef-stew-meat,2025-07-26,48.53,824.52
skirt-steak,2025-07-26,20.33,792.67
osso-buco,2025-07-26,22.06,396.86
ground-beef-medium,2025-07-26,281.99,3945.04
pork-chops-bnls,2025-07-26,119.52,1791.6
pulled-pork-roast,2025-07-26,54.86,602.91
chuck-roast,2025-07-27,65.61,1541.18
striploin-steak-bnls,2025-07-27,91.08,3915.53
ribeye-steak-bnls,2025-07-27,26.26,1312.74
short-ribs-simmering,2025-07-27,116.5,5241.34
top-sirloin-steak-cr,2025-07-27,57.78,1963.94
flank-steak,2025-07-27,38.66,1391.37
blade-thin-sliced,2025-07-27,237.9,5945.12
pork-belly-thin-cut,2025-07-27,140.63,1826.78
wagyu-flatiron-thin,2025-07-27,22.06,1455.74
tomahawk-steak,2025-07-27,18.0,1732.19
tenderloin-steak,2025-07-27,12.37,816.3
brisket-whole-trimmed,2025-07-27,39.37,747.64
eye-of-round-roast,2025-07-27,46.55,930.53
beef-stew-meat,2025-07-27,45.36,770.67
skirt-steak,2025-07-27,18.97,739.64
osso-buco,2025-07-27,17.83,320.76
ground-beef-medium,2025-07-27,275.65,3856.34
pork-chops-bnls,2025-07-27,89.17,1336.66
pulled-pork-roast,2025-07-27,48.61,534.22
chuck-roast,2025-07-28,49.63,1165.81
striploin-steak-bnls,2025-07-28,59.01,2536.84
ribeye-steak-bnls,2025-07-28,19.49,974.31
short-ribs-simmering,2025-07-28,75.02,3375.15
top-sirloin-steak-cr,2025-07-28,33.74,1146.82
flank-steak,2025-07-28,16.14,580.88
blade-thin-sliced,2025-07-28,181.0,4523.19
pork-belly-thin-cut,2025-07-28,100.95,1311.34
wagyu-flatiron-thin,2025-07-28,10.88,717.97
tomahawk-steak,2025-07-28,9.0,866.09
tenderloin-steak,2025-07-28,6.05,399.24
brisket-whole-trimmed,2025-07-28,25.74,488.8
eye-of-round-roast,2025-07-28,33.14,662.47
beef-stew-meat,2025-07-28,37.26,633.05
skirt-steak,2025-07-28,10.96,427.33
osso-buco,2025-07-28,9.35,168.21
ground-beef-medium,2025-07-28,160.82,2249.87
pork-chops-bnls,2025-07-28,63.82,956.66
pulled-pork-roast,2025-07-28,32.51,357.28
chuck-roast,2025-07-29,43.34,1018.06
striploin-steak-bnls,2025-07-29,64.38,2767.7
ribeye-steak-bnls,2025-07-29,15.91,795.34
short-ribs-simmering,2025-07-29,89.88,4043.7
top-sirloin-steak-cr,2025-07-29,29.22,993.19
flank-steak,2025-07-29,21.99,791.42
blade-thin-sliced,2025-07-29,154.59,3863.2
pork-belly-thin-cut,2025-07-29,143.67,1866.27
wagyu-flatiron-thin,2025-07-29,11.32,747.01
tomahawk-steak,2025-07-29,9.0,866.09
tenderloin-steak,2025-07-29,4.41,291.02
brisket-whole-trimmed,2025-07-29,23.59,447.97
eye-of-round-roast,2025-07-29,30.03,600.3
beef-stew-meat,2025-07-29,34.09,579.19
skirt-steak,2025-07-29,10.72,417.97
osso-buco,2025-07-29,8.37,150.58
ground-beef-medium,2025-07-29,140.53,1966.01
pork-chops-bnls,2025-07-29,65.54,982.44
pulled-pork-roast,2025-07-29,33.4,367.07
chuck-roast,2025-07-30,40.95,961.92
striploin-steak-bnls,2025-07-30,52.61,2261.7
ribeye-steak-bnls,2025-07-30,23.03,1151.27
short-ribs-simmering,2025-07-30,80.4,3617.2
top-sirloin-steak-cr,2025-07-30,32.2,1094.48
flank-steak,2025-07-30,20.07,722.32
blade-thin-sliced,2025-07-30,160.98,4022.89
pork-belly-thin-cut,2025-07-30,103.31,1342.0
wagyu-flatiron-thin,2025-07-30,12.06,795.84
tomahawk-steak,2025-07-30,7.0,673.63
tenderloin-steak,2025-07-30,6.64,438.17
brisket-whole-trimmed,2025-07-30,20.48,388.92
eye-of-round-roast,2025-07-30,27.33,546.33
beef-stew-meat,2025-07-30,32.83,557.78
skirt-steak,2025-07-30,10.36,403.94
osso-buco,2025-07-30,11.66,209.76
ground-beef-medium,2025-07-30,248.35,3474.42
pork-chops-bnls,2025-07-30,70.25,1053.05
pulled-pork-roast,2025-07-30,26.46,290.8
chuck-roast,2025-07-31,37.94,891.21
striploin-steak-bnls,2025-07-31,60.18,2587.14
ribeye-steak-bnls,2025-07-31,17.9,894.82
short-ribs-simmering,2025-07-31,80.25,3610.45
top-sirloin-steak-cr,2025-07-31,31.81,1081.22
flank-steak,2025-07-31,19.49,701.45
blade-thin-sliced,2025-07-31,154.58,3862.95
pork-belly-thin-cut,2025-07-31,119.34,1550.23
wagyu-flatiron-thin,2025-07-31,10.86,716.65
tomahawk-steak,2025-07-31,9.0,866.09
tenderloin-steak,2025-07-31,4.96,327.31
brisket-whole-trimmed,2025-07-31,27.56,523.36
eye-of-round-roast,2025-07-31,34.05,680.66
beef-stew-meat,2025-07-31,31.37,532.98
skirt-steak,2025-07-31,10.44,407.06
osso-buco,2025-07-31,9.06,162.99
ground-beef-medium,2025-07-31,163.84,2292.12
pork-chops-bnls,2025-07-31,81.39,1220.04
pulled-pork-roast,2025-07-31,32.31,355.09
chuck-roast,2025-08-01,56.54,1328.12
striploin-steak-bnls,2025-08-01,64.97,2793.06
ribeye-steak-bnls,2025-08-01,19.06,952.81
short-ribs-simmering,2025-08-01,100.13,4504.85
top-sirloin-steak-cr,2025-08-01,32.77,1113.85
flank-steak,2025-08-01,18.74,674.45
blade-thin-sliced,2025-08-01,177.52,4436.22
pork-belly-thin-cut,2025-08-01,125.65,1632.19
wagyu-flatiron-thin,2025-08-01,11.95,788.58
tomahawk-steak,2025-08-01,8.0,769.86
tenderloin-steak,2025-08-01,5.39,355.69
brisket-whole-trimmed,2025-08-01,28.74,545.77
eye-of-round-roast,2025-08-01,30.8,615.69
beef-stew-meat,2025-08-01,43.47,738.56
skirt-steak,2025-08-01,9.79,381.71
osso-buco,2025-08-01,9.85,177.2
ground-beef-medium,2025-08-01,185.01,2588.29
pork-chops-bnls,2025-08-01,68.17,1021.87
pulled-pork-roast,2025-08-01,41.2,452.79
chuck-roast,2025-08-02,67.63,1588.63
striploin-steak-bnls,2025-08-02,88.53,3805.9
ribeye-steak-bnls,2025-08-02,31.08,1553.69
short-ribs-simmering,2025-08-02,92.66,4168.77
top-sirloin-steak-cr,2025-08-02,50.93,1731.11
flank-steak,2025-08-02,34.85,1254.25
blade-thin-sliced,2025-08-02,218.41,5458.07
pork-belly-thin-cut,2025-08-02,168.36,2187.0
wagyu-flatiron-thin,2025-08-02,26.09,1721.68
tomahawk-steak,2025-08-02,15.0,1443.49
tenderloin-steak,2025-08-02,11.87,783.3
brisket-whole-trimmed,2025-08-02,41.08,780.11
eye-of-round-roast,2025-08-02,42.15,842.58
beef-stew-meat,2025-08-02,45.03,765.06
skirt-steak,2025-08-02,19.81,772.39
osso-buco,2025-08-02,16.41,295.22
ground-beef-medium,2025-08-02,253.23,3542.69
pork-chops-bnls,2025-08-02,98.56,1477.41
pulled-pork-roast,2025-08-02,46.26,508.4
chuck-roast,2025-08-03,69.97,1643.6
striploin-steak-bnls,2025-08-03,95.59,4109.41
ribeye-steak-bnls,2025-08-03,37.97,1898.12
short-ribs-simmering,2025-08-03,108.69,4889.96
top-sirloin-steak-cr,2025-08-03,57.78,1963.94
flank-steak,2025-08-03,32.16,1157.44
blade-thin-sliced,2025-08-03,228.43,5708.47
pork-belly-thin-cut,2025-08-03,203.2,2639.57
wagyu-flatiron-thin,2025-08-03,24.47,1614.78
tomahawk-steak,2025-08-03,13.0,1251.02
tenderloin-steak,2025-08-03,10.82,714.01
brisket-whole-trimmed,2025-08-03,41.56,789.22
eye-of-round-roast,2025-08-03,36.83,736.23
beef-stew-meat,2025-08-03,45.02,764.89
skirt-steak,2025-08-03,20.71,807.48
osso-buco,2025-08-03,16.25,292.34
ground-beef-medium,2025-08-03,287.38,4020.45
pork-chops-bnls,2025-08-03,128.7,1929.21
pulled-pork-roast,2025-08-03,50.03,549.83
chuck-roast,2025-08-04,51.28,1204.57
striploin-steak-bnls,2025-08-04,54.76,2354.13
ribeye-steak-bnls,2025-08-04,17.92,895.82
short-ribs-simmering,2025-08-04,79.88,3593.8
top-sirloin-steak-cr,2025-08-04,33.3,1131.87
flank-steak,2025-08-04,17.14,616.87
blade-thin-sliced,2025-08-04,167.84,4194.32
pork-belly-thin-cut,2025-08-04,120.34,1563.22
wagyu-flatiron-thin,2025-08-04,11.47,756.91
tomahawk-steak,2025-08-04,7.0,673.63
tenderloin-steak,2025-08-04,5.11,337.21
brisket-whole-trimmed,2025-08-04,27.59,523.93
eye-of-round-roast,2025-08-04,32.01,639.88
beef-stew-meat,2025-08-04,48.59,825.54
skirt-steak,2025-08-04,14.7,573.15
osso-buco,2025-08-04,9.56,171.98
ground-beef-medium,2025-08-04,178.96,2503.65
pork-chops-bnls,2025-08-04,78.65,1178.96
pulled-pork-roast,2025-08-04,28.03,308.05
chuck-roast,2025-08-05,56.99,1338.7
striploin-steak-bnls,2025-08-05,64.7,2781.45
ribeye-steak-bnls,2025-08-05,19.17,958.31
short-ribs-simmering,2025-08-05,94.18,4237.16
top-sirloin-steak-cr,2025-08-05,38.07,1294.0
flank-steak,2025-08-05,18.97,682.73
blade-thin-sliced,2025-08-05,146.72,3666.53
pork-belly-thin-cut,2025-08-05,148.43,1928.11
wagyu-flatiron-thin,2025-08-05,13.91,917.92
tomahawk-steak,2025-08-05,8.0,769.86
tenderloin-steak,2025-08-05,4.96,327.31
brisket-whole-trimmed,2025-08-05,25.37,481.78
eye-of-round-roast,2025-08-05,32.35,646.68
beef-stew-meat,2025-08-05,31.61,537.05
skirt-steak,2025-08-05,10.31,401.99
osso-buco,2025-08-05,8.92,160.47
ground-beef-medium,2025-08-05,165.64,2317.3
pork-chops-bnls,2025-08-05,68.85,1032.06
pulled-pork-roast,2025-08-05,33.43,367.4
chuck-roast,2025-08-06,48.58,1141.14
striploin-steak-bnls,2025-08-06,63.44,2727.29
ribeye-steak-bnls,2025-08-06,16.06,802.84
short-ribs-simmering,2025-08-06,82.09,3693.23
top-sirloin-steak-cr,2025-08-06,33.24,1129.83
flank-steak,2025-08-06,19.96,718.36
blade-thin-sliced,2025-08-06,136.38,3408.14
pork-belly-thin-cut,2025-08-06,126.35,1641.29
wagyu-flatiron-thin,2025-08-06,16.12,1063.76
tomahawk-steak,2025-08-06,8.0,769.86
tenderloin-steak,2025-08-06,4.56,300.91
brisket-whole-trimmed,2025-08-06,24.28,461.08
eye-of-round-roast,2025-08-06,31.33,626.29
beef-stew-meat,2025-08-06,36.51,620.3
skirt-steak,2025-08-06,12.35,481.53
osso-buco,2025-08-06,8.34,150.04
ground-beef-medium,2025-08-06,165.69,2318.0
pork-chops-bnls,2025-08-06,73.04,1094.87
pulled-pork-roast,2025-08-06,30.38,333.88
chuck-roast,2025-08-07,46.33,1088.29
striploin-steak-bnls,2025-08-07,60.67,2608.2
