production_date,source_primal,planned_primal_kg,actual_primal_kg,status,shortfall_reason,data_source
2025-06-18,Striploin Whole,160.03,160.03,completed,,synthetic
2025-06-18,Tenderloin,12.97,13.2,completed,,synthetic
2025-06-18,Top Sirloin Butt,74.3,70.91,completed,,synthetic
2025-06-18,Wagyu Flat Iron,30.08,29.97,completed,,synthetic
2025-06-19,6X6 Frenched,33.66,35.64,completed,,synthetic
2025-06-19,Blade Eyes,470.11,499.38,completed,,synthetic
2025-06-19,Bone-in Ribeye,55.89,56.37,completed,,synthetic
2025-06-19,Brisket,58.74,61.17,completed,,synthetic
2025-06-19,Chuck Flat,213.11,221.88,completed,,synthetic
2025-06-19,Chuck Primal,407.03,406.71,completed,,synthetic
2025-06-19,Flank,46.81,0.0,cancelled,stock_short,synthetic
2025-06-19,Plate,35.66,37.17,completed,,synthetic
2025-06-19,Pork Belly,277.38,282.27,completed,,synthetic
2025-06-19,Pork Loin,176.22,0.0,cancelled,stock_short,synthetic
2025-06-19,Pork Shoulder,69.35,68.86,completed,,synthetic
2025-06-19,Round,162.96,164.22,completed,,synthetic
2025-06-19,Shank,23.5,22.24,completed,,synthetic
2025-06-19,Striploin Whole,160.03,95.85,partial,equipment,synthetic
2025-06-19,Tenderloin,12.97,12.24,completed,,synthetic
2025-06-19,Top Sirloin Butt,74.3,74.28,completed,,synthetic
2025-06-19,Wagyu Flat Iron,30.08,30.36,completed,,synthetic
2025-06-20,6X6 Frenched,42.07,43.58,completed,,synthetic
2025-06-20,Blade Eyes,595.4,599.39,completed,,synthetic
2025-06-20,Bone-in Ribeye,74.52,81.38,completed,,synthetic
2025-06-20,Brisket,80.77,79.6,completed,,synthetic
2025-06-20,Chuck Flat,251.16,257.32,completed,,synthetic
2025-06-20,Chuck Primal,502.0,499.98,completed,,synthetic
2025-06-20,Flank,62.41,63.19,completed,,synthetic
2025-06-20,Plate,49.93,47.46,completed,,synthetic
2025-06-20,Pork Belly,346.73,343.57,completed,,synthetic
2025-06-20,Pork Loin,220.27,224.36,completed,,synthetic
2025-06-20,Pork Shoulder,97.08,92.79,completed,,synthetic
2025-06-20,Round,192.43,193.15,completed,,synthetic
2025-06-20,Shank,33.78,33.74,completed,,synthetic
2025-06-20,Striploin Whole,200.03,209.73,completed,,synthetic
2025-06-20,Tenderloin,21.07,21.08,completed,,synthetic
2025-06-20,Top Sirloin Butt,104.02,105.91,completed,,synthetic
2025-06-20,Wagyu Flat Iron,42.11,43.03,completed,,synthetic
2025-06-21,6X6 Frenched,50.49,49.8,completed,,synthetic
2025-06-21,Blade Eyes,720.69,710.81,completed,,synthetic
2025-06-21,Bone-in Ribeye,93.15,95.79,completed,,synthetic
2025-06-21,Brisket,102.79,104.05,completed,,synthetic
2025-06-21,Chuck Flat,289.22,288.42,completed,,synthetic
2025-06-21,Chuck Primal,596.97,570.65,completed,,synthetic
2025-06-21,Flank,78.01,50.4,partial,quality_hold,synthetic
2025-06-21,Plate,64.19,64.31,completed,,synthetic
2025-06-21,Pork Belly,416.07,410.73,completed,,synthetic
2025-06-21,Pork Loin,264.33,262.1,completed,,synthetic
2025-06-21,Pork Shoulder,124.82,120.57,completed,,synthetic
2025-06-21,Round,221.9,224.34,completed,,synthetic
2025-06-21,Shank,44.05,42.02,completed,,synthetic
2025-06-21,Striploin Whole,240.04,244.25,completed,,synthetic
2025-06-21,Tenderloin,29.18,29.28,completed,,synthetic
2025-06-21,Top Sirloin Butt,133.74,138.77,completed,,synthetic
2025-06-21,Wagyu Flat Iron,54.14,55.02,completed,,synthetic
2025-06-22,6X6 Frenched,42.07,41.41,completed,,synthetic
2025-06-22,Blade Eyes,595.4,0.0,cancelled,stock_short,synthetic
2025-06-22,Bone-in Ribeye,74.52,73.64,completed,,synthetic
2025-06-22,Brisket,80.77,80.58,completed,,synthetic
2025-06-22,Chuck Flat,251.16,155.3,partial,equipment,synthetic
2025-06-22,Chuck Primal,502.0,361.46,partial,equipment,synthetic
2025-06-22,Flank,62.41,0.0,cancelled,stock_short,synthetic
2025-06-22,Plate,49.93,47.45,completed,,synthetic
2025-06-22,Pork Belly,346.73,343.67,completed,,synthetic
2025-06-22,Pork Loin,220.27,228.98,completed,,synthetic
2025-06-22,Pork Shoulder,97.08,96.37,completed,,synthetic
2025-06-22,Round,192.43,144.79,partial,equipment,synthetic
2025-06-22,Shank,33.78,34.78,completed,,synthetic
2025-06-22,Striploin Whole,200.03,201.2,completed,,synthetic
2025-06-22,Tenderloin,21.07,0.0,cancelled,stock_short,synthetic
2025-06-22,Top Sirloin Butt,104.02,103.64,completed,,synthetic
2025-06-22,Wagyu Flat Iron,42.11,40.83,completed,,synthetic
2025-06-23,6X6 Frenched,33.66,33.5,completed,,synthetic
2025-06-23,Blade Eyes,470.11,0.0,cancelled,stock_short,synthetic
2025-06-23,Bone-in Ribeye,55.89,57.36,completed,,synthetic
2025-06-23,Brisket,58.74,60.02,completed,,synthetic
2025-06-23,Chuck Flat,213.11,0.0,cancelled,stock_short,synthetic
2025-06-23,Chuck Primal,407.03,430.76,completed,,synthetic
2025-06-23,Flank,46.81,0.0,cancelled,stock_short,synthetic
2025-06-23,Plate,35.66,35.39,completed,,synthetic
2025-06-23,Pork Belly,277.38,272.9,completed,,synthetic
2025-06-23,Pork Loin,176.22,173.17,completed,,synthetic
2025-06-23,Pork Shoulder,69.35,69.42,completed,,synthetic
2025-06-23,Round,162.96,161.15,completed,,synthetic
2025-06-23,Shank,23.5,24.18,completed,,synthetic
2025-06-23,Striploin Whole,160.03,74.03,partial,labor_short,synthetic
2025-06-23,Tenderloin,12.97,0.0,cancelled,stock_short,synthetic
2025-06-23,Top Sirloin Butt,74.3,76.46,completed,,synthetic
2025-06-23,Wagyu Flat Iron,30.08,29.43,completed,,synthetic
2025-06-24,6X6 Frenched,33.66,33.32,completed,,synthetic
2025-06-24,Blade Eyes,470.11,484.1,completed,,synthetic
2025-06-24,Bone-in Ribeye,55.89,44.2,partial,quality_hold,synthetic
2025-06-24,Brisket,58.74,57.47,completed,,synthetic
2025-06-24,Chuck Flat,213.11,210.84,completed,,synthetic
2025-06-24,Chuck Primal,407.03,368.95,completed,,synthetic
2025-06-24,Flank,46.81,0.0,cancelled,stock_short,synthetic
2025-06-24,Plate,35.66,35.23,completed,,synthetic
2025-06-24,Pork Belly,277.38,284.12,completed,,synthetic
2025-06-24,Pork Loin,176.22,177.49,completed,,synthetic
2025-06-24,Pork Shoulder,69.35,36.75,partial,quality_hold,synthetic
2025-06-24,Round,162.96,163.69,completed,,synthetic
2025-06-24,Shank,23.5,24.34,completed,,synthetic
2025-06-24,Striploin Whole,160.03,162.76,completed,,synthetic
2025-06-24,Tenderloin,12.97,12.45,completed,,synthetic
2025-06-24,Top Sirloin Butt,74.3,73.52,completed,,synthetic
2025-06-24,Wagyu Flat Iron,30.08,29.2,completed,,synthetic
2025-06-25,6X6 Frenched,33.66,33.29,completed,,synthetic
2025-06-25,Blade Eyes,470.11,465.42,completed,,synthetic
2025-06-25,Bone-in Ribeye,55.89,56.56,completed,,synthetic
2025-06-25,Brisket,58.74,56.87,completed,,synthetic
2025-06-25,Chuck Flat,213.11,219.62,completed,,synthetic
2025-06-25,Chuck Primal,407.03,395.89,completed,,synthetic
2025-06-25,Flank,46.81,49.65,completed,,synthetic
2025-06-25,Plate,35.66,36.12,completed,,synthetic
2025-06-25,Pork Belly,277.38,156.82,partial,equipment,synthetic
2025-06-25,Pork Loin,176.22,133.85,partial,quality_hold,synthetic
2025-06-25,Pork Shoulder,69.35,70.86,completed,,synthetic
2025-06-25,Round,162.96,119.06,partial,labor_short,synthetic
2025-06-25,Shank,23.5,23.72,completed,,synthetic
2025-06-25,Striploin Whole,160.03,164.51,completed,,synthetic
2025-06-25,Tenderloin,12.97,13.2,completed,,synthetic
2025-06-25,Top Sirloin Butt,74.3,76.79,completed,,synthetic
2025-06-25,Wagyu Flat Iron,30.08,17.65,partial,labor_short,synthetic
2025-06-26,6X6 Frenched,33.66,35.98,completed,,synthetic
2025-06-26,Blade Eyes,470.11,469.62,completed,,synthetic
2025-06-26,Bone-in Ribeye,55.89,58.87,completed,,synthetic
2025-06-26,Brisket,58.74,33.08,partial,labor_short,synthetic
2025-06-26,Chuck Flat,213.11,198.06,completed,,synthetic
2025-06-26,Chuck Primal,407.03,418.89,completed,,synthetic
2025-06-26,Flank,46.81,37.57,partial,quality_hold,synthetic
2025-06-26,Plate,35.66,34.62,completed,,synthetic
2025-06-26,Pork Belly,277.38,274.46,completed,,synthetic
2025-06-26,Pork Loin,176.22,0.0,cancelled,stock_short,synthetic
2025-06-26,Pork Shoulder,69.35,33.62,partial,quality_hold,synthetic
2025-06-26,Round,162.96,164.28,completed,,synthetic
2025-06-26,Shank,23.5,23.32,completed,,synthetic
2025-06-26,Striploin Whole,160.03,165.69,completed,,synthetic
2025-06-26,Tenderloin,12.97,7.97,partial,labor_short,synthetic
2025-06-26,Top Sirloin Butt,74.3,75.26,completed,,synthetic
2025-06-26,Wagyu Flat Iron,30.08,29.21,completed,,synthetic
2025-06-27,6X6 Frenched,42.07,41.85,completed,,synthetic
2025-06-27,Blade Eyes,595.4,590.66,completed,,synthetic
2025-06-27,Bone-in Ribeye,74.52,76.06,completed,,synthetic
2025-06-27,Brisket,80.77,83.16,completed,,synthetic
2025-06-27,Chuck Flat,251.16,202.37,partial,equipment,synthetic
2025-06-27,Chuck Primal,502.0,498.47,completed,,synthetic
2025-06-27,Flank,62.41,65.48,completed,,synthetic
2025-06-27,Plate,49.93,49.38,completed,,synthetic
2025-06-27,Pork Belly,346.73,338.58,completed,,synthetic
2025-06-27,Pork Loin,220.27,0.0,cancelled,stock_short,synthetic
2025-06-27,Pork Shoulder,97.08,93.92,completed,,synthetic
2025-06-27,Round,192.43,197.67,completed,,synthetic
2025-06-27,Shank,33.78,34.25,completed,,synthetic
2025-06-27,Striploin Whole,200.03,198.0,completed,,synthetic
2025-06-27,Tenderloin,21.07,20.69,completed,,synthetic
2025-06-27,Top Sirloin Butt,104.02,105.32,completed,,synthetic
2025-06-27,Wagyu Flat Iron,42.11,40.08,completed,,synthetic
2025-06-28,6X6 Frenched,50.49,53.78,completed,,synthetic
2025-06-28,Blade Eyes,720.69,747.37,completed,,synthetic
2025-06-28,Bone-in Ribeye,93.15,95.4,completed,,synthetic
2025-06-28,Brisket,102.79,106.4,completed,,synthetic
2025-06-28,Chuck Flat,289.22,277.69,completed,,synthetic
2025-06-28,Chuck Primal,596.97,585.27,completed,,synthetic
2025-06-28,Flank,78.01,76.01,completed,,synthetic
2025-06-28,Plate,64.19,51.34,partial,quality_hold,synthetic
2025-06-28,Pork Belly,416.07,406.24,completed,,synthetic
2025-06-28,Pork Loin,264.33,253.84,completed,,synthetic
2025-06-28,Pork Shoulder,124.82,129.09,completed,,synthetic
2025-06-28,Round,221.9,228.54,completed,,synthetic
2025-06-28,Shank,44.05,43.24,completed,,synthetic
2025-06-28,Striploin Whole,240.04,227.41,completed,,synthetic
2025-06-28,Tenderloin,29.18,15.4,partial,quality_hold,synthetic
2025-06-28,Top Sirloin Butt,133.74,128.24,completed,,synthetic
2025-06-28,Wagyu Flat Iron,54.14,0.0,cancelled,stock_short,synthetic
2025-06-29,6X6 Frenched,42.07,42.34,completed,,synthetic
2025-06-29,Blade Eyes,595.4,0.0,cancelled,stock_short,synthetic
2025-06-29,Bone-in Ribeye,74.52,75.18,completed,,synthetic
2025-06-29,Brisket,80.77,81.78,completed,,synthetic
2025-06-29,Chuck Flat,251.16,237.73,completed,,synthetic
2025-06-29,Chuck Primal,502.0,503.91,completed,,synthetic
2025-06-29,Flank,62.41,59.13,completed,,synthetic
2025-06-29,Plate,49.93,48.65,completed,,synthetic
2025-06-29,Pork Belly,346.73,335.67,completed,,synthetic
2025-06-29,Pork Loin,220.27,215.14,completed,,synthetic
2025-06-29,Pork Shoulder,97.08,97.2,completed,,synthetic
2025-06-29,Round,192.43,197.93,completed,,synthetic
2025-06-29,Shank,33.78,34.57,completed,,synthetic
2025-06-29,Striploin Whole,200.03,193.83,completed,,synthetic
2025-06-29,Tenderloin,21.07,21.01,completed,,synthetic
2025-06-29,Top Sirloin Butt,104.02,0.0,cancelled,stock_short,synthetic
2025-06-29,Wagyu Flat Iron,42.11,0.0,cancelled,stock_short,synthetic
2025-06-30,6X6 Frenched,16.83,15.88,completed,,synthetic
2025-06-30,Blade Eyes,235.05,245.85,completed,,synthetic
2025-06-30,Bone-in Ribeye,27.95,27.31,completed,,synthetic
2025-06-30,Brisket,29.37,30.78,completed,,synthetic
2025-06-30,Chuck Flat,106.55,103.61,completed,,synthetic
2025-06-30,Chuck Primal,203.51,201.21,completed,,synthetic
2025-06-30,Flank,23.4,22.0,completed,,synthetic
2025-06-30,Plate,17.83,18.15,completed,,synthetic
2025-06-30,Pork Belly,138.69,141.06,completed,,synthetic
2025-06-30,Pork Loin,88.11,87.23,completed,,synthetic
2025-06-30,Pork Shoulder,34.67,35.04,completed,,synthetic
2025-06-30,Round,81.48,82.01,completed,,synthetic
2025-06-30,Shank,11.75,11.74,completed,,synthetic
2025-06-30,Striploin Whole,80.01,82.21,completed,,synthetic
2025-06-30,Tenderloin,6.48,6.75,completed,,synthetic
2025-06-30,Top Sirloin Butt,37.15,36.82,completed,,synthetic
2025-06-30,Wagyu Flat Iron,15.04,12.31,partial,quality_hold,synthetic
2025-07-02,6X6 Frenched,33.66,31.57,completed,,synthetic
2025-07-02,Blade Eyes,470.11,456.61,completed,,synthetic
2025-07-02,Bone-in Ribeye,55.89,55.69,completed,,synthetic
2025-07-02,Brisket,58.74,58.54,completed,,synthetic
2025-07-02,Chuck Flat,213.11,205.32,completed,,synthetic
2025-07-02,Chuck Primal,407.03,397.65,completed,,synthetic
2025-07-02,Flank,46.81,47.54,completed,,synthetic
2025-07-02,Plate,35.66,36.38,completed,,synthetic
2025-07-02,Pork Belly,277.38,289.26,completed,,synthetic
2025-07-02,Pork Loin,176.22,142.54,partial,quality_hold,synthetic
2025-07-02,Pork Shoulder,69.35,37.65,partial,equipment,synthetic
2025-07-02,Round,162.96,158.76,completed,,synthetic
2025-07-02,Shank,23.5,23.01,completed,,synthetic
2025-07-02,Striploin Whole,160.03,167.44,completed,,synthetic
2025-07-02,Tenderloin,12.97,12.14,completed,,synthetic
2025-07-02,Top Sirloin Butt,74.3,71.52,completed,,synthetic
2025-07-02,Wagyu Flat Iron,30.08,30.59,completed,,synthetic
2025-07-03,6X6 Frenched,33.66,34.84,completed,,synthetic
2025-07-03,Blade Eyes,470.11,447.99,completed,,synthetic
2025-07-03,Bone-in Ribeye,55.89,56.59,completed,,synthetic
2025-07-03,Brisket,58.74,54.52,completed,,synthetic
2025-07-03,Chuck Flat,213.11,202.56,completed,,synthetic
2025-07-03,Chuck Primal,407.03,275.06,partial,equipment,synthetic
2025-07-03,Flank,46.81,46.76,completed,,synthetic
2025-07-03,Plate,35.66,35.03,completed,,synthetic
2025-07-03,Pork Belly,277.38,277.45,completed,,synthetic
2025-07-03,Pork Loin,176.22,187.31,completed,,synthetic
2025-07-03,Pork Shoulder,69.35,68.96,completed,,synthetic
2025-07-03,Round,162.96,158.73,completed,,synthetic
2025-07-03,Shank,23.5,24.33,completed,,synthetic
2025-07-03,Striploin Whole,160.03,154.51,completed,,synthetic
2025-07-03,Tenderloin,12.97,12.95,completed,,synthetic
2025-07-03,Top Sirloin Butt,74.3,72.66,completed,,synthetic
2025-07-03,Wagyu Flat Iron,30.08,30.76,completed,,synthetic
2025-07-04,6X6 Frenched,42.07,41.79,completed,,synthetic
2025-07-04,Blade Eyes,595.4,595.57,completed,,synthetic
2025-07-04,Bone-in Ribeye,74.52,71.86,completed,,synthetic
2025-07-04,Brisket,80.77,79.2,completed,,synthetic
2025-07-04,Chuck Flat,251.16,186.03,partial,equipment,synthetic
2025-07-04,Chuck Primal,502.0,506.91,completed,,synthetic
2025-07-04,Flank,62.41,60.52,completed,,synthetic
2025-07-04,Plate,49.93,49.57,completed,,synthetic
2025-07-04,Pork Belly,346.73,347.68,completed,,synthetic
2025-07-04,Pork Loin,220.27,227.32,completed,,synthetic
2025-07-04,Pork Shoulder,97.08,96.64,completed,,synthetic
2025-07-04,Round,192.43,126.52,partial,quality_hold,synthetic
2025-07-04,Shank,33.78,33.89,completed,,synthetic
2025-07-04,Striploin Whole,200.03,198.39,completed,,synthetic
2025-07-04,Tenderloin,21.07,20.24,completed,,synthetic
2025-07-04,Top Sirloin Butt,104.02,102.73,completed,,synthetic
2025-07-04,Wagyu Flat Iron,42.11,42.02,completed,,synthetic
2025-07-05,6X6 Frenched,50.49,51.23,completed,,synthetic
2025-07-05,Blade Eyes,720.69,705.07,completed,,synthetic
2025-07-05,Bone-in Ribeye,93.15,94.81,completed,,synthetic
2025-07-05,Brisket,102.79,103.17,completed,,synthetic
2025-07-05,Chuck Flat,289.22,285.45,completed,,synthetic
2025-07-05,Chuck Primal,596.97,624.21,completed,,synthetic
2025-07-05,Flank,78.01,79.79,completed,,synthetic
2025-07-05,Plate,64.19,63.81,completed,,synthetic
2025-07-05,Pork Belly,416.07,428.44,completed,,synthetic
2025-07-05,Pork Loin,264.33,256.8,completed,,synthetic
2025-07-05,Pork Shoulder,124.82,133.03,completed,,synthetic
2025-07-05,Round,221.9,218.2,completed,,synthetic
2025-07-05,Shank,44.05,45.06,completed,,synthetic
2025-07-05,Striploin Whole,240.04,235.61,completed,,synthetic
2025-07-05,Tenderloin,29.18,16.49,partial,equipment,synthetic
2025-07-05,Top Sirloin Butt,133.74,134.28,completed,,synthetic
2025-07-05,Wagyu Flat Iron,54.14,55.37,completed,,synthetic
2025-07-06,6X6 Frenched,42.07,42.93,completed,,synthetic
2025-07-06,Blade Eyes,595.4,0.0,cancelled,stock_short,synthetic
2025-07-06,Bone-in Ribeye,74.52,76.65,completed,,synthetic
2025-07-06,Brisket,80.77,78.51,completed,,synthetic
2025-07-06,Chuck Flat,251.16,250.71,completed,,synthetic
2025-07-06,Chuck Primal,502.0,463.53,completed,,synthetic
2025-07-06,Flank,62.41,61.28,completed,,synthetic
2025-07-06,Plate,49.93,49.73,completed,,synthetic
2025-07-06,Pork Belly,346.73,337.3,completed,,synthetic
2025-07-06,Pork Loin,220.27,229.45,completed,,synthetic
2025-07-06,Pork Shoulder,97.08,98.72,completed,,synthetic
2025-07-06,Round,192.43,174.83,completed,,synthetic
2025-07-06,Shank,33.78,34.33,completed,,synthetic
2025-07-06,Striploin Whole,200.03,196.57,completed,,synthetic
2025-07-06,Tenderloin,21.07,22.7,completed,,synthetic
2025-07-06,Top Sirloin Butt,104.02,108.1,completed,,synthetic
2025-07-06,Wagyu Flat Iron,42.11,39.15,completed,,synthetic
2025-07-07,6X6 Frenched,33.66,32.99,completed,,synthetic
2025-07-07,Blade Eyes,470.11,456.51,completed,,synthetic
2025-07-07,Bone-in Ribeye,55.89,54.52,completed,,synthetic
2025-07-07,Brisket,58.74,59.3,completed,,synthetic
2025-07-07,Chuck Flat,213.11,218.28,completed,,synthetic
2025-07-07,Chuck Primal,407.03,393.25,completed,,synthetic
2025-07-07,Flank,46.81,45.88,completed,,synthetic
2025-07-07,Plate,35.66,35.83,completed,,synthetic
2025-07-07,Pork Belly,277.38,273.07,completed,,synthetic
2025-07-07,Pork Loin,176.22,175.61,completed,,synthetic
2025-07-07,Pork Shoulder,69.35,67.63,completed,,synthetic
2025-07-07,Round,162.96,157.13,completed,,synthetic
2025-07-07,Shank,23.5,18.32,partial,quality_hold,synthetic
2025-07-07,Striploin Whole,160.03,163.22,completed,,synthetic
2025-07-07,Tenderloin,12.97,13.35,completed,,synthetic
2025-07-07,Top Sirloin Butt,74.3,47.21,partial,equipment,synthetic
2025-07-07,Wagyu Flat Iron,30.08,30.5,completed,,synthetic
2025-07-08,6X6 Frenched,33.66,34.36,completed,,synthetic
2025-07-08,Blade Eyes,470.11,458.94,completed,,synthetic
2025-07-08,Bone-in Ribeye,55.89,31.11,partial,quality_hold,synthetic
2025-07-08,Brisket,58.74,56.68,completed,,synthetic
2025-07-08,Chuck Flat,213.11,206.77,completed,,synthetic
2025-07-08,Chuck Primal,407.03,428.04,completed,,synthetic
2025-07-08,Flank,46.81,45.31,completed,,synthetic
2025-07-08,Plate,35.66,36.53,completed,,synthetic
2025-07-08,Pork Belly,277.38,135.07,partial,quality_hold,synthetic
2025-07-08,Pork Loin,176.22,184.4,completed,,synthetic
2025-07-08,Pork Shoulder,69.35,70.08,completed,,synthetic
2025-07-08,Round,162.96,159.78,completed,,synthetic
2025-07-08,Shank,23.5,22.65,completed,,synthetic
2025-07-08,Striploin Whole,160.03,164.71,completed,,synthetic
2025-07-08,Tenderloin,12.97,8.36,partial,equipment,synthetic
2025-07-08,Top Sirloin Butt,74.3,73.36,completed,,synthetic
2025-07-08,Wagyu Flat Iron,30.08,29.67,completed,,synthetic
2025-07-09,6X6 Frenched,33.66,33.53,completed,,synthetic
2025-07-09,Blade Eyes,470.11,471.43,completed,,synthetic
2025-07-09,Bone-in Ribeye,55.89,56.3,completed,,synthetic
2025-07-09,Brisket,58.74,60.1,completed,,synthetic
2025-07-09,Chuck Flat,213.11,213.64,completed,,synthetic
2025-07-09,Chuck Primal,407.03,402.03,completed,,synthetic
2025-07-09,Flank,46.81,47.49,completed,,synthetic
2025-07-09,Plate,35.66,36.13,completed,,synthetic
2025-07-09,Pork Belly,277.38,299.39,completed,,synthetic
2025-07-09,Pork Loin,176.22,167.32,completed,,synthetic
2025-07-09,Pork Shoulder,69.35,68.21,completed,,synthetic
2025-07-09,Round,162.96,167.58,completed,,synthetic
2025-07-09,Shank,23.5,22.82,completed,,synthetic
2025-07-09,Striploin Whole,160.03,131.78,partial,labor_short,synthetic
2025-07-09,Tenderloin,12.97,6.81,partial,labor_short,synthetic
2025-07-09,Top Sirloin Butt,74.3,76.05,completed,,synthetic
2025-07-09,Wagyu Flat Iron,30.08,30.81,completed,,synthetic
2025-07-10,6X6 Frenched,33.66,26.83,partial,quality_hold,synthetic
2025-07-10,Blade Eyes,470.11,471.31,completed,,synthetic
2025-07-10,Bone-in Ribeye,55.89,56.65,completed,,synthetic
2025-07-10,Brisket,58.74,59.64,completed,,synthetic
2025-07-10,Chuck Flat,213.11,199.16,completed,,synthetic
2025-07-10,Chuck Primal,407.03,392.36,completed,,synthetic
2025-07-10,Flank,46.81,47.68,completed,,synthetic
2025-07-10,Plate,35.66,35.97,completed,,synthetic
2025-07-10,Pork Belly,277.38,276.5,completed,,synthetic
2025-07-10,Pork Loin,176.22,90.24,partial,equipment,synthetic
2025-07-10,Pork Shoulder,69.35,73.22,completed,,synthetic
2025-07-10,Round,162.96,161.47,completed,,synthetic
2025-07-10,Shank,23.5,24.51,completed,,synthetic
2025-07-10,Striploin Whole,160.03,154.51,completed,,synthetic
2025-07-10,Tenderloin,12.97,12.92,completed,,synthetic
2025-07-10,Top Sirloin Butt,74.3,73.39,completed,,synthetic
2025-07-10,Wagyu Flat Iron,30.08,30.18,completed,,synthetic
2025-07-11,6X6 Frenched,42.07,43.92,completed,,synthetic
2025-07-11,Blade Eyes,595.4,0.0,cancelled,stock_short,synthetic
2025-07-11,Bone-in Ribeye,74.52,77.06,completed,,synthetic
2025-07-11,Brisket,80.77,81.9,completed,,synthetic
2025-07-11,Chuck Flat,251.16,252.27,completed,,synthetic
2025-07-11,Chuck Primal,502.0,499.73,completed,,synthetic
2025-07-11,Flank,62.41,64.55,completed,,synthetic
2025-07-11,Plate,49.93,49.1,completed,,synthetic
2025-07-11,Pork Belly,346.73,365.56,completed,,synthetic
2025-07-11,Pork Loin,220.27,224.78,completed,,synthetic
2025-07-11,Pork Shoulder,97.08,99.8,completed,,synthetic
2025-07-11,Round,192.43,192.43,completed,,synthetic
2025-07-11,Shank,33.78,34.74,completed,,synthetic
2025-07-11,Striploin Whole,200.03,201.46,completed,,synthetic
2025-07-11,Tenderloin,21.07,20.99,completed,,synthetic
2025-07-11,Top Sirloin Butt,104.02,99.95,completed,,synthetic
2025-07-11,Wagyu Flat Iron,42.11,43.75,completed,,synthetic
2025-07-12,6X6 Frenched,50.49,49.79,completed,,synthetic
2025-07-12,Blade Eyes,720.69,0.0,cancelled,stock_short,synthetic
2025-07-12,Bone-in Ribeye,93.15,91.22,completed,,synthetic
2025-07-12,Brisket,102.79,102.16,completed,,synthetic
2025-07-12,Chuck Flat,289.22,293.79,completed,,synthetic
2025-07-12,Chuck Primal,596.97,491.83,partial,quality_hold,synthetic
2025-07-12,Flank,78.01,79.63,completed,,synthetic
2025-07-12,Plate,64.19,64.19,completed,,synthetic
2025-07-12,Pork Belly,416.07,426.74,completed,,synthetic
2025-07-12,Pork Loin,264.33,260.3,completed,,synthetic
2025-07-12,Pork Shoulder,124.82,129.13,completed,,synthetic
2025-07-12,Round,221.9,221.3,completed,,synthetic
2025-07-12,Shank,44.05,43.76,completed,,synthetic
2025-07-12,Striploin Whole,240.04,238.73,completed,,synthetic
2025-07-12,Tenderloin,29.18,28.02,completed,,synthetic
2025-07-12,Top Sirloin Butt,133.74,139.53,completed,,synthetic
2025-07-12,Wagyu Flat Iron,54.14,56.48,completed,,synthetic
2025-07-13,6X6 Frenched,42.07,40.39,completed,,synthetic
2025-07-13,Blade Eyes,595.4,0.0,cancelled,stock_short,synthetic
2025-07-13,Bone-in Ribeye,74.52,76.34,completed,,synthetic
2025-07-13,Brisket,80.77,79.89,completed,,synthetic
2025-07-13,Chuck Flat,251.16,255.34,completed,,synthetic
2025-07-13,Chuck Primal,502.0,500.12,completed,,synthetic
2025-07-13,Flank,62.41,63.28,completed,,synthetic
2025-07-13,Plate,49.93,51.45,completed,,synthetic
2025-07-13,Pork Belly,346.73,342.48,completed,,synthetic
2025-07-13,Pork Loin,220.27,153.55,partial,quality_hold,synthetic
2025-07-13,Pork Shoulder,97.08,97.3,completed,,synthetic
2025-07-13,Round,192.43,199.69,completed,,synthetic
2025-07-13,Shank,33.78,34.47,completed,,synthetic
2025-07-13,Striploin Whole,200.03,206.53,completed,,synthetic
2025-07-13,Tenderloin,21.07,20.8,completed,,synthetic
2025-07-13,Top Sirloin Butt,104.02,106.81,completed,,synthetic
2025-07-13,Wagyu Flat Iron,42.11,42.06,completed,,synthetic
2025-07-14,6X6 Frenched,33.66,34.2,completed,,synthetic
2025-07-14,Blade Eyes,470.11,214.18,partial,equipment,synthetic
2025-07-14,Bone-in Ribeye,55.89,55.03,completed,,synthetic
2025-07-14,Brisket,58.74,61.62,completed,,synthetic
2025-07-14,Chuck Flat,213.11,205.23,completed,,synthetic
2025-07-14,Chuck Primal,407.03,416.77,completed,,synthetic
2025-07-14,Flank,46.81,45.67,completed,,synthetic
2025-07-14,Plate,35.66,35.81,completed,,synthetic
2025-07-14,Pork Belly,277.38,286.08,completed,,synthetic
2025-07-14,Pork Loin,176.22,182.0,completed,,synthetic
2025-07-14,Pork Shoulder,69.35,0.0,cancelled,stock_short,synthetic
2025-07-14,Round,162.96,163.6,completed,,synthetic
2025-07-14,Shank,23.5,24.68,completed,,synthetic
2025-07-14,Striploin Whole,160.03,162.95,completed,,synthetic
2025-07-14,Tenderloin,12.97,13.14,completed,,synthetic
2025-07-14,Top Sirloin Butt,74.3,76.13,completed,,synthetic
2025-07-14,Wagyu Flat Iron,30.08,29.31,completed,,synthetic
2025-07-15,6X6 Frenched,33.66,34.89,completed,,synthetic
2025-07-15,Blade Eyes,470.11,472.32,completed,,synthetic
2025-07-15,Bone-in Ribeye,55.89,54.06,completed,,synthetic
2025-07-15,Brisket,58.74,61.38,completed,,synthetic
2025-07-15,Chuck Flat,213.11,205.97,completed,,synthetic
2025-07-15,Chuck Primal,407.03,415.72,completed,,synthetic
