po_id,source_primal,order_date,expected_arrival,quantity_kg,status,supplier,actual_arrival,received_kg,data_source
PO-20250116-01443,Pork Loin,2025-01-13,2025-01-16,79.2,delivered,Riverside Pork Supply,2025-01-16,79.2,synthetic
PO-20250120-01444,Pork Loin,2025-01-17,2025-01-20,198.0,delivered,Riverside Pork Supply,2025-01-20,198.0,synthetic
PO-20250121-01445,Pork Loin,2025-01-18,2025-01-21,41.8,delivered,Riverside Pork Supply,2025-01-21,41.8,synthetic
PO-20250122-01446,Pork Loin,2025-01-19,2025-01-22,30.8,delivered,Riverside Pork Supply,2025-01-22,30.8,synthetic
PO-20250125-01447,Pork Loin,2025-01-22,2025-01-25,28.6,delivered,Riverside Pork Supply,2025-01-25,28.6,synthetic
PO-20250127-01448,Pork Loin,2025-01-24,2025-01-27,220.0,delivered,Riverside Pork Supply,2025-01-27,220.0,synthetic
PO-20250128-01449,Pork Loin,2025-01-25,2025-01-28,17.6,delivered,Riverside Pork Supply,2025-01-28,17.6,synthetic
PO-20250131-01450,Pork Loin,2025-01-25,2025-01-28,11.0,delivered,Riverside Pork Supply,2025-01-31,11.0,synthetic
PO-20250203-01451,Pork Loin,2025-01-31,2025-02-03,268.4,delivered,Riverside Pork Supply,2025-02-03,268.4,synthetic
PO-20250206-01452,Pork Loin,2025-02-03,2025-02-06,6.6,delivered,Riverside Pork Supply,2025-02-06,6.6,synthetic
PO-20250207-01453,Pork Loin,2025-02-04,2025-02-07,41.8,delivered,Riverside Pork Supply,2025-02-07,41.8,synthetic
PO-20250210-01454,Pork Loin,2025-02-07,2025-02-10,257.4,delivered,Riverside Pork Supply,2025-02-10,257.4,synthetic
PO-20250211-01455,Pork Loin,2025-02-08,2025-02-11,4.4,delivered,Riverside Pork Supply,2025-02-11,4.4,synthetic
PO-20250212-01456,Pork Loin,2025-02-09,2025-02-12,13.2,delivered,Riverside Pork Supply,2025-02-12,13.2,synthetic
PO-20250218-01457,Pork Loin,2025-02-15,2025-02-18,292.6,delivered,Riverside Pork Supply,2025-02-18,292.6,synthetic
PO-20250219-01458,Pork Loin,2025-02-16,2025-02-19,96.8,delivered,Riverside Pork Supply,2025-02-19,96.8,synthetic
PO-20250221-01459,Pork Loin,2025-02-18,2025-02-21,128.64,short_shipped,Riverside Pork Supply,2025-02-21,92.4,synthetic
PO-20250224-01460,Pork Loin,2025-02-21,2025-02-24,125.4,delivered,Riverside Pork Supply,2025-02-24,125.4,synthetic
PO-20250225-01461,Pork Loin,2025-02-21,2025-02-24,85.8,delivered,Riverside Pork Supply,2025-02-25,85.8,synthetic
PO-20250226-01462,Pork Loin,2025-02-23,2025-02-26,2.2,delivered,Riverside Pork Supply,2025-02-26,2.2,synthetic
PO-20250303-01463,Pork Loin,2025-02-28,2025-03-03,382.8,delivered,Riverside Pork Supply,2025-03-03,382.8,synthetic
PO-20250304-01464,Pork Loin,2025-03-01,2025-03-04,57.2,delivered,Riverside Pork Supply,2025-03-04,57.2,synthetic
PO-20250305-01465,Pork Loin,2025-03-02,2025-03-05,81.49,short_shipped,Riverside Pork Supply,2025-03-05,66.0,synthetic
PO-20250306-01466,Pork Loin,2025-03-03,2025-03-06,15.4,delivered,Riverside Pork Supply,2025-03-06,15.4,synthetic
PO-20250308-01467,Pork Loin,2025-03-05,2025-03-08,11.0,delivered,Riverside Pork Supply,2025-03-08,11.0,synthetic
PO-20250310-01468,Pork Loin,2025-03-07,2025-03-10,112.2,delivered,Riverside Pork Supply,2025-03-10,112.2,synthetic
PO-20250311-01469,Pork Loin,2025-03-08,2025-03-11,46.2,delivered,Riverside Pork Supply,2025-03-11,46.2,synthetic
PO-20250313-01470,Pork Loin,2025-03-10,2025-03-13,4.4,delivered,Riverside Pork Supply,2025-03-13,4.4,synthetic
PO-20250315-01471,Pork Loin,2025-03-12,2025-03-15,37.4,delivered,Riverside Pork Supply,2025-03-15,37.4,synthetic
PO-20250317-01472,Pork Loin,2025-03-14,2025-03-17,195.8,delivered,Riverside Pork Supply,2025-03-17,195.8,synthetic
PO-20250318-01473,Pork Loin,2025-03-15,2025-03-18,57.2,delivered,Riverside Pork Supply,2025-03-18,57.2,synthetic
PO-20250321-01474,Pork Loin,2025-03-18,2025-03-21,15.4,delivered,Riverside Pork Supply,2025-03-21,15.4,synthetic
PO-20250322-01475,Pork Loin,2025-03-16,2025-03-19,44.0,delivered,Riverside Pork Supply,2025-03-22,44.0,synthetic
PO-20250324-01476,Pork Loin,2025-03-21,2025-03-24,236.66,short_shipped,Riverside Pork Supply,2025-03-24,176.0,synthetic
PO-20250328-01477,Pork Loin,2025-03-25,2025-03-28,44.0,delivered,Riverside Pork Supply,2025-03-28,44.0,synthetic
PO-20250331-01478,Pork Loin,2025-03-28,2025-03-31,288.2,delivered,Riverside Pork Supply,2025-03-31,288.2,synthetic
PO-20250403-01479,Pork Loin,2025-03-30,2025-04-02,57.2,delivered,Riverside Pork Supply,2025-04-03,57.2,synthetic
PO-20250411-01480,Pork Loin,2025-04-08,2025-04-11,442.2,delivered,Riverside Pork Supply,2025-04-11,442.2,synthetic
PO-20250412-01481,Pork Loin,2025-04-09,2025-04-12,61.6,delivered,Riverside Pork Supply,2025-04-12,61.6,synthetic
PO-20250414-01482,Pork Loin,2025-04-10,2025-04-13,165.0,delivered,Riverside Pork Supply,2025-04-14,165.0,synthetic
PO-20250415-01483,Pork Loin,2025-04-12,2025-04-15,22.0,delivered,Riverside Pork Supply,2025-04-15,22.0,synthetic
PO-20250417-01484,Pork Loin,2025-04-14,2025-04-17,28.68,short_shipped,Riverside Pork Supply,2025-04-17,22.0,synthetic
PO-20250419-01485,Pork Loin,2025-04-16,2025-04-19,13.2,delivered,Riverside Pork Supply,2025-04-19,13.2,synthetic
PO-20250421-01486,Pork Loin,2025-04-18,2025-04-21,173.8,delivered,Riverside Pork Supply,2025-04-21,173.8,synthetic
PO-20250422-01487,Pork Loin,2025-04-19,2025-04-22,59.4,delivered,Riverside Pork Supply,2025-04-22,59.4,synthetic
PO-20250423-01488,Pork Loin,2025-04-19,2025-04-22,74.8,delivered,Riverside Pork Supply,2025-04-23,74.8,synthetic
PO-20250428-01489,Pork Loin,2025-04-25,2025-04-28,418.0,delivered,Riverside Pork Supply,2025-04-28,418.0,synthetic
PO-20250429-01490,Pork Loin,2025-04-26,2025-04-29,61.6,delivered,Riverside Pork Supply,2025-04-29,61.6,synthetic
PO-20250501-01491,Pork Loin,2025-04-28,2025-05-01,61.6,delivered,Riverside Pork Supply,2025-05-01,61.6,synthetic
PO-20250503-01492,Pork Loin,2025-04-27,2025-04-30,39.6,delivered,Riverside Pork Supply,2025-05-03,39.6,synthetic
PO-20250505-01493,Pork Loin,2025-05-02,2025-05-05,134.2,delivered,Riverside Pork Supply,2025-05-05,134.2,synthetic
PO-20250506-01494,Pork Loin,2025-05-03,2025-05-06,6.6,delivered,Riverside Pork Supply,2025-05-06,6.6,synthetic
PO-20250510-01495,Pork Loin,2025-05-04,2025-05-07,356.4,delivered,Riverside Pork Supply,2025-05-10,356.4,synthetic
PO-20250512-01496,Pork Loin,2025-05-09,2025-05-12,237.6,delivered,Riverside Pork Supply,2025-05-12,237.6,synthetic
PO-20250513-01497,Pork Loin,2025-05-10,2025-05-13,6.6,delivered,Riverside Pork Supply,2025-05-13,6.6,synthetic
PO-20250514-01498,Pork Loin,2025-05-11,2025-05-14,26.4,delivered,Riverside Pork Supply,2025-05-14,26.4,synthetic
PO-20250515-01499,Pork Loin,2025-05-12,2025-05-15,6.6,delivered,Riverside Pork Supply,2025-05-15,6.6,synthetic
PO-20250517-01500,Pork Loin,2025-05-14,2025-05-17,4.4,delivered,Riverside Pork Supply,2025-05-17,4.4,synthetic
PO-20250520-01501,Pork Loin,2025-05-15,2025-05-18,217.8,delivered,Riverside Pork Supply,2025-05-20,217.8,synthetic
PO-20250521-01502,Pork Loin,2025-05-18,2025-05-21,116.6,delivered,Riverside Pork Supply,2025-05-21,116.6,synthetic
PO-20250526-01503,Pork Loin,2025-05-23,2025-05-26,492.8,delivered,Riverside Pork Supply,2025-05-26,492.8,synthetic
PO-20250530-01504,Pork Loin,2025-05-27,2025-05-30,290.4,delivered,Riverside Pork Supply,2025-05-30,290.4,synthetic
PO-20250531-01505,Pork Loin,2025-05-28,2025-05-31,37.4,delivered,Riverside Pork Supply,2025-05-31,37.4,synthetic
PO-20250602-01506,Pork Loin,2025-05-30,2025-06-02,235.4,delivered,Riverside Pork Supply,2025-06-02,235.4,synthetic
PO-20250603-01507,Pork Loin,2025-05-31,2025-06-03,22.0,delivered,Riverside Pork Supply,2025-06-03,22.0,synthetic
PO-20250604-01508,Pork Loin,2025-06-01,2025-06-04,15.1,short_shipped,Riverside Pork Supply,2025-06-04,11.0,synthetic
PO-20250605-01509,Pork Loin,2025-06-02,2025-06-05,8.8,delivered,Riverside Pork Supply,2025-06-05,8.8,synthetic
PO-20250606-01510,Pork Loin,2025-06-03,2025-06-06,11.0,delivered,Riverside Pork Supply,2025-06-06,11.0,synthetic
PO-20250607-01511,Pork Loin,2025-06-04,2025-06-07,19.8,delivered,Riverside Pork Supply,2025-06-07,19.8,synthetic
PO-20250609-01512,Pork Loin,2025-06-06,2025-06-09,149.6,delivered,Riverside Pork Supply,2025-06-09,149.6,synthetic
PO-20250610-01513,Pork Loin,2025-06-07,2025-06-10,48.4,delivered,Riverside Pork Supply,2025-06-10,48.4,synthetic
PO-20250612-01514,Pork Loin,2025-06-09,2025-06-12,50.6,delivered,Riverside Pork Supply,2025-06-12,50.6,synthetic
PO-20250616-01515,Pork Loin,2025-06-13,2025-06-16,323.4,delivered,Riverside Pork Supply,2025-06-16,323.4,synthetic
PO-20250620-01516,Pork Loin,2025-06-17,2025-06-20,422.4,delivered,Riverside Pork Supply,2025-06-20,422.4,synthetic
PO-20250621-01517,Pork Loin,2025-06-16,2025-06-19,74.8,delivered,Riverside Pork Supply,2025-06-21,74.8,synthetic
PO-20250623-01518,Pork Loin,2025-06-20,2025-06-23,291.42,short_shipped,Riverside Pork Supply,2025-06-23,215.6,synthetic
PO-20250628-01519,Pork Loin,2025-06-25,2025-06-28,499.4,delivered,Riverside Pork Supply,2025-06-28,499.4,synthetic
PO-20250630-01520,Pork Loin,2025-06-27,2025-06-30,167.2,delivered,Riverside Pork Supply,2025-06-30,167.2,synthetic
PO-20250702-01521,Pork Loin,2025-06-29,2025-07-02,101.2,delivered,Riverside Pork Supply,2025-07-02,101.2,synthetic
PO-20250703-01522,Pork Loin,2025-06-30,2025-07-03,8.8,delivered,Riverside Pork Supply,2025-07-03,8.8,synthetic
PO-20250705-01523,Pork Loin,2025-07-02,2025-07-05,13.2,delivered,Riverside Pork Supply,2025-07-05,13.2,synthetic
PO-20250707-01524,Pork Loin,2025-07-04,2025-07-07,213.3,short_shipped,Riverside Pork Supply,2025-07-07,187.0,synthetic
PO-20250708-01525,Pork Loin,2025-07-05,2025-07-08,74.8,delivered,Riverside Pork Supply,2025-07-08,74.8,synthetic
PO-20250710-01526,Pork Loin,2025-07-07,2025-07-10,2.2,delivered,Riverside Pork Supply,2025-07-10,2.2,synthetic
PO-20250711-01527,Pork Loin,2025-07-08,2025-07-11,33.0,delivered,Riverside Pork Supply,2025-07-11,33.0,synthetic
PO-20250712-01528,Pork Loin,2025-07-09,2025-07-12,44.0,delivered,Riverside Pork Supply,2025-07-12,44.0,synthetic
PO-20250718-01529,Pork Loin,2025-07-15,2025-07-18,501.6,delivered,Riverside Pork Supply,2025-07-18,501.6,synthetic
PO-20250721-01530,Pork Loin,2025-07-18,2025-07-21,255.2,delivered,Riverside Pork Supply,2025-07-21,255.2,synthetic
PO-20250722-01531,Pork Loin,2025-07-19,2025-07-22,4.4,delivered,Riverside Pork Supply,2025-07-22,4.4,synthetic
PO-20250724-01532,Pork Loin,2025-07-21,2025-07-24,22.0,delivered,Riverside Pork Supply,2025-07-24,22.0,synthetic
PO-20250728-01533,Pork Loin,2025-07-25,2025-07-28,523.6,delivered,Riverside Pork Supply,2025-07-28,523.6,synthetic
PO-20250730-01534,Pork Loin,2025-07-27,2025-07-30,41.8,delivered,Riverside Pork Supply,2025-07-30,41.8,synthetic
PO-20250801-01535,Pork Loin,2025-07-29,2025-08-01,30.8,delivered,Riverside Pork Supply,2025-08-01,30.8,synthetic
PO-20250804-01536,Pork Loin,2025-08-01,2025-08-04,305.8,delivered,Riverside Pork Supply,2025-08-04,305.8,synthetic
PO-20250805-01537,Pork Loin,2025-08-02,2025-08-05,41.8,delivered,Riverside Pork Supply,2025-08-05,41.8,synthetic
PO-20250807-01538,Pork Loin,2025-08-04,2025-08-07,6.6,delivered,Riverside Pork Supply,2025-08-07,6.6,synthetic
PO-20250808-01539,Pork Loin,2025-08-05,2025-08-08,3.08,short_shipped,Riverside Pork Supply,2025-08-08,2.2,synthetic
PO-20250809-01540,Pork Loin,2025-08-06,2025-08-09,19.8,delivered,Riverside Pork Supply,2025-08-09,19.8,synthetic
PO-20250811-01541,Pork Loin,2025-08-08,2025-08-11,237.6,delivered,Riverside Pork Supply,2025-08-11,237.6,synthetic
PO-20250813-01542,Pork Loin,2025-08-10,2025-08-13,37.4,delivered,Riverside Pork Supply,2025-08-13,37.4,synthetic
PO-20250814-01543,Pork Loin,2025-08-11,2025-08-14,19.8,delivered,Riverside Pork Supply,2025-08-14,19.8,synthetic
PO-20250815-01544,Pork Loin,2025-08-12,2025-08-15,19.8,delivered,Riverside Pork Supply,2025-08-15,19.8,synthetic
PO-20250818-01545,Pork Loin,2025-08-15,2025-08-18,264.0,delivered,Riverside Pork Supply,2025-08-18,264.0,synthetic
PO-20250819-01546,Pork Loin,2025-08-16,2025-08-19,2.2,delivered,Riverside Pork Supply,2025-08-19,2.2,synthetic
PO-20250820-01547,Pork Loin,2025-08-17,2025-08-20,8.8,delivered,Riverside Pork Supply,2025-08-20,8.8,synthetic
PO-20250825-01548,Pork Loin,2025-08-22,2025-08-25,391.6,delivered,Riverside Pork Supply,2025-08-25,391.6,synthetic
PO-20250826-01549,Pork Loin,2025-08-23,2025-08-26,57.2,delivered,Riverside Pork Supply,2025-08-26,57.2,synthetic
PO-20250828-01550,Pork Loin,2025-08-25,2025-08-28,57.2,delivered,Riverside Pork Supply,2025-08-28,57.2,synthetic
PO-20250902-01551,Pork Loin,2025-08-30,2025-09-02,297.0,delivered,Riverside Pork Supply,2025-09-02,297.0,synthetic
PO-20250903-01552,Pork Loin,2025-08-31,2025-09-03,13.2,delivered,Riverside Pork Supply,2025-09-03,13.2,synthetic
PO-20250904-01553,Pork Loin,2025-09-01,2025-09-04,37.4,delivered,Riverside Pork Supply,2025-09-04,37.4,synthetic
PO-20250906-01554,Pork Loin,2025-09-03,2025-09-06,24.2,delivered,Riverside Pork Supply,2025-09-06,24.2,synthetic
PO-20250908-01555,Pork Loin,2025-09-05,2025-09-08,103.4,delivered,Riverside Pork Supply,2025-09-08,103.4,synthetic
PO-20250909-01556,Pork Loin,2025-09-06,2025-09-09,103.4,delivered,Riverside Pork Supply,2025-09-09,103.4,synthetic
PO-20250910-01557,Pork Loin,2025-09-07,2025-09-10,4.4,delivered,Riverside Pork Supply,2025-09-10,4.4,synthetic
PO-20250913-01558,Pork Loin,2025-09-10,2025-09-13,15.4,delivered,Riverside Pork Supply,2025-09-13,15.4,synthetic
PO-20250915-01559,Pork Loin,2025-09-12,2025-09-15,151.8,delivered,Riverside Pork Supply,2025-09-15,151.8,synthetic
PO-20250917-01560,Pork Loin,2025-09-11,2025-09-14,77.0,delivered,Riverside Pork Supply,2025-09-17,77.0,synthetic
PO-20250919-01561,Pork Loin,2025-09-16,2025-09-19,22.0,delivered,Riverside Pork Supply,2025-09-19,22.0,synthetic
PO-20250922-01562,Pork Loin,2025-09-19,2025-09-22,204.6,delivered,Riverside Pork Supply,2025-09-22,204.6,synthetic
PO-20250923-01563,Pork Loin,2025-09-20,2025-09-23,2.2,delivered,Riverside Pork Supply,2025-09-23,2.2,synthetic
PO-20250925-01564,Pork Loin,2025-09-22,2025-09-25,22.0,delivered,Riverside Pork Supply,2025-09-25,22.0,synthetic
PO-20250926-01565,Pork Loin,2025-09-23,2025-09-26,39.6,delivered,Riverside Pork Supply,2025-09-26,39.6,synthetic
PO-20250929-01566,Pork Loin,2025-09-26,2025-09-29,181.39,short_shipped,Riverside Pork Supply,2025-09-29,165.0,synthetic
PO-20251001-01567,Pork Loin,2025-09-28,2025-10-01,59.4,delivered,Riverside Pork Supply,2025-10-01,59.4,synthetic
PO-20251004-01568,Pork Loin,2025-10-01,2025-10-04,26.4,delivered,Riverside Pork Supply,2025-10-04,26.4,synthetic
PO-20251006-01569,Pork Loin,2025-10-03,2025-10-06,138.6,delivered,Riverside Pork Supply,2025-10-06,138.6,synthetic
PO-20251007-01570,Pork Loin,2025-10-04,2025-10-07,30.8,delivered,Riverside Pork Supply,2025-10-07,30.8,synthetic
PO-20251009-01571,Pork Loin,2025-10-06,2025-10-09,52.8,delivered,Riverside Pork Supply,2025-10-09,52.8,synthetic
PO-20251014-01572,Pork Loin,2025-10-11,2025-10-14,400.4,delivered,Riverside Pork Supply,2025-10-14,400.4,synthetic
PO-20251016-01573,Pork Loin,2025-10-13,2025-10-16,8.8,delivered,Riverside Pork Supply,2025-10-16,8.8,synthetic
PO-20251018-01574,Pork Loin,2025-10-15,2025-10-18,41.8,delivered,Riverside Pork Supply,2025-10-18,41.8,synthetic
PO-20251020-01575,Pork Loin,2025-10-17,2025-10-20,105.6,delivered,Riverside Pork Supply,2025-10-20,105.6,synthetic
PO-20251021-01576,Pork Loin,2025-10-18,2025-10-21,79.2,delivered,Riverside Pork Supply,2025-10-21,79.2,synthetic
PO-20251023-01577,Pork Loin,2025-10-20,2025-10-23,13.2,delivered,Riverside Pork Supply,2025-10-23,13.2,synthetic
PO-20251025-01578,Pork Loin,2025-10-22,2025-10-25,63.95,short_shipped,Riverside Pork Supply,2025-10-25,59.4,synthetic
PO-20251027-01579,Pork Loin,2025-10-24,2025-10-27,217.8,delivered,Riverside Pork Supply,2025-10-27,217.8,synthetic
PO-20251030-01580,Pork Loin,2025-10-27,2025-10-30,44.0,delivered,Riverside Pork Supply,2025-10-30,44.0,synthetic
PO-20251101-01581,Pork Loin,2025-10-28,2025-10-31,22.0,delivered,Riverside Pork Supply,2025-11-01,22.0,synthetic
PO-20251103-01582,Pork Loin,2025-10-28,2025-10-31,215.11,short_shipped,Riverside Pork Supply,2025-11-03,151.8,synthetic
PO-20251104-01583,Pork Loin,2025-11-01,2025-11-04,41.8,delivered,Riverside Pork Supply,2025-11-04,41.8,synthetic
PO-20251107-01584,Pork Loin,2025-11-04,2025-11-07,63.8,delivered,Riverside Pork Supply,2025-11-07,63.8,synthetic
PO-20251110-01585,Pork Loin,2025-11-07,2025-11-10,191.4,delivered,Riverside Pork Supply,2025-11-10,191.4,synthetic
PO-20251111-01586,Pork Loin,2025-11-08,2025-11-11,33.0,delivered,Riverside Pork Supply,2025-11-11,33.0,synthetic
PO-20251113-01587,Pork Loin,2025-11-10,2025-11-13,30.8,delivered,Riverside Pork Supply,2025-11-13,30.8,synthetic
PO-20251117-01588,Pork Loin,2025-11-14,2025-11-17,145.2,delivered,Riverside Pork Supply,2025-11-17,145.2,synthetic
PO-20251118-01589,Pork Loin,2025-11-15,2025-11-18,50.6,delivered,Riverside Pork Supply,2025-11-18,50.6,synthetic
PO-20251119-01590,Pork Loin,2025-11-16,2025-11-19,11.0,delivered,Riverside Pork Supply,2025-11-19,11.0,synthetic
PO-20251122-01591,Pork Loin,2025-11-19,2025-11-22,44.0,delivered,Riverside Pork Supply,2025-11-22,44.0,synthetic
PO-20251124-01592,Pork Loin,2025-11-21,2025-11-24,233.2,delivered,Riverside Pork Supply,2025-11-24,233.2,synthetic
PO-20251127-01593,Pork Loin,2025-11-24,2025-11-27,30.8,delivered,Riverside Pork Supply,2025-11-27,30.8,synthetic
PO-20251129-01594,Pork Loin,2025-11-26,2025-11-29,37.4,delivered,Riverside Pork Supply,2025-11-29,37.4,synthetic
PO-20251201-01595,Pork Loin,2025-11-28,2025-12-01,158.4,delivered,Riverside Pork Supply,2025-12-01,158.4,synthetic
PO-20251203-01596,Pork Loin,2025-11-30,2025-12-03,68.2,delivered,Riverside Pork Supply,2025-12-03,68.2,synthetic
PO-20251206-01597,Pork Loin,2025-12-01,2025-12-04,22.0,delivered,Riverside Pork Supply,2025-12-06,22.0,synthetic
PO-20251208-01598,Pork Loin,2025-12-05,2025-12-08,182.6,delivered,Riverside Pork Supply,2025-12-08,182.6,synthetic
PO-20251211-01599,Pork Loin,2025-12-08,2025-12-11,13.2,delivered,Riverside Pork Supply,2025-12-11,13.2,synthetic
PO-20251212-01600,Pork Loin,2025-12-09,2025-12-12,28.6,delivered,Riverside Pork Supply,2025-12-12,28.6,synthetic
PO-20251213-01601,Pork Loin,2025-12-09,2025-12-12,52.8,delivered,Riverside Pork Supply,2025-12-13,52.8,synthetic
PO-20251215-01602,Pork Loin,2025-12-12,2025-12-15,116.6,delivered,Riverside Pork Supply,2025-12-15,116.6,synthetic
PO-20251216-01603,Pork Loin,2025-12-13,2025-12-16,11.0,delivered,Riverside Pork Supply,2025-12-16,11.0,synthetic
PO-20251217-01604,Pork Loin,2025-12-14,2025-12-17,35.2,delivered,Riverside Pork Supply,2025-12-17,35.2,synthetic
PO-20251219-01605,Pork Loin,2025-12-16,2025-12-19,2.2,delivered,Riverside Pork Supply,2025-12-19,2.2,synthetic
PO-20251222-01606,Pork Loin,2025-12-19,2025-12-22,398.2,delivered,Riverside Pork Supply,2025-12-22,398.2,synthetic
PO-20251223-01607,Pork Loin,2025-12-20,2025-12-23,26.4,delivered,Riverside Pork Supply,2025-12-23,26.4,synthetic
PO-20251224-01608,Pork Loin,2025-12-21,2025-12-24,61.6,delivered,Riverside Pork Supply,2025-12-24,61.6,synthetic
PO-20251229-01609,Pork Loin,2025-12-26,2025-12-29,319.0,delivered,Riverside Pork Supply,2025-12-29,319.0,synthetic
PO-20251231-01610,Pork Loin,2025-12-28,2025-12-31,59.4,delivered,Riverside Pork Supply,2025-12-31,59.4,synthetic
PO-20250104-01611,Pork Shoulder,2025-01-01,2025-01-04,9.0,delivered,Riverside Pork Supply,2025-01-04,9.0,synthetic
PO-20250106-01612,Pork Shoulder,2025-01-03,2025-01-06,78.0,delivered,Riverside Pork Supply,2025-01-06,78.0,synthetic
PO-20250108-01613,Pork Shoulder,2025-01-05,2025-01-08,72.0,delivered,Riverside Pork Supply,2025-01-08,72.0,synthetic
PO-20250110-01614,Pork Shoulder,2025-01-07,2025-01-10,45.0,delivered,Riverside Pork Supply,2025-01-10,45.0,synthetic
PO-20250113-01615,Pork Shoulder,2025-01-10,2025-01-13,126.0,delivered,Riverside Pork Supply,2025-01-13,126.0,synthetic
PO-20250114-01616,Pork Shoulder,2025-01-11,2025-01-14,40.39,short_shipped,Riverside Pork Supply,2025-01-14,30.0,synthetic
PO-20250118-01617,Pork Shoulder,2025-01-15,2025-01-18,15.0,delivered,Riverside Pork Supply,2025-01-18,15.0,synthetic
PO-20250120-01618,Pork Shoulder,2025-01-17,2025-01-20,45.0,delivered,Riverside Pork Supply,2025-01-20,45.0,synthetic
PO-20250121-01619,Pork Shoulder,2025-01-18,2025-01-21,87.0,delivered,Riverside Pork Supply,2025-01-21,87.0,synthetic
PO-20250122-01620,Pork Shoulder,2025-01-19,2025-01-22,3.0,delivered,Riverside Pork Supply,2025-01-22,3.0,synthetic
PO-20250125-01621,Pork Shoulder,2025-01-22,2025-01-25,33.78,short_shipped,Riverside Pork Supply,2025-01-25,30.0,synthetic
PO-20250131-01622,Pork Shoulder,2025-01-28,2025-01-31,252.0,delivered,Riverside Pork Supply,2025-01-31,252.0,synthetic
PO-20250201-01623,Pork Shoulder,2025-01-29,2025-02-01,42.0,delivered,Riverside Pork Supply,2025-02-01,42.0,synthetic
PO-20250203-01624,Pork Shoulder,2025-01-31,2025-02-03,132.0,delivered,Riverside Pork Supply,2025-02-03,132.0,synthetic
PO-20250206-01625,Pork Shoulder,2025-02-01,2025-02-04,15.0,delivered,Riverside Pork Supply,2025-02-06,15.0,synthetic
PO-20250210-01626,Pork Shoulder,2025-02-07,2025-02-10,120.0,delivered,Riverside Pork Supply,2025-02-10,120.0,synthetic
PO-20250212-01627,Pork Shoulder,2025-02-08,2025-02-11,81.0,delivered,Riverside Pork Supply,2025-02-12,81.0,synthetic
PO-20250215-01628,Pork Shoulder,2025-02-12,2025-02-15,71.41,short_shipped,Riverside Pork Supply,2025-02-15,51.0,synthetic
PO-20250218-01629,Pork Shoulder,2025-02-15,2025-02-18,78.0,delivered,Riverside Pork Supply,2025-02-18,78.0,synthetic
PO-20250219-01630,Pork Shoulder,2025-02-16,2025-02-19,9.0,delivered,Riverside Pork Supply,2025-02-19,9.0,synthetic
PO-20250221-01631,Pork Shoulder,2025-02-18,2025-02-21,57.0,delivered,Riverside Pork Supply,2025-02-21,57.0,synthetic
PO-20250222-01632,Pork Shoulder,2025-02-19,2025-02-22,9.0,delivered,Riverside Pork Supply,2025-02-22,9.0,synthetic
PO-20250224-01633,Pork Shoulder,2025-02-21,2025-02-24,108.0,delivered,Riverside Pork Supply,2025-02-24,108.0,synthetic
PO-20250225-01634,Pork Shoulder,2025-02-22,2025-02-25,3.0,delivered,Riverside Pork Supply,2025-02-25,3.0,synthetic
PO-20250305-01635,Pork Shoulder,2025-03-02,2025-03-05,246.0,delivered,Riverside Pork Supply,2025-03-05,246.0,synthetic
PO-20250306-01636,Pork Shoulder,2025-03-03,2025-03-06,33.0,delivered,Riverside Pork Supply,2025-03-06,33.0,synthetic
PO-20250307-01637,Pork Shoulder,2025-03-04,2025-03-07,12.0,delivered,Riverside Pork Supply,2025-03-07,12.0,synthetic
PO-20250310-01638,Pork Shoulder,2025-03-07,2025-03-10,78.0,delivered,Riverside Pork Supply,2025-03-10,78.0,synthetic
PO-20250314-01639,Pork Shoulder,2025-03-11,2025-03-14,186.0,delivered,Riverside Pork Supply,2025-03-14,186.0,synthetic
PO-20250317-01640,Pork Shoulder,2025-03-14,2025-03-17,159.0,delivered,Riverside Pork Supply,2025-03-17,159.0,synthetic
PO-20250319-01641,Pork Shoulder,2025-03-16,2025-03-19,69.0,delivered,Riverside Pork Supply,2025-03-19,69.0,synthetic
PO-20250322-01642,Pork Shoulder,2025-03-19,2025-03-22,33.0,delivered,Riverside Pork Supply,2025-03-22,33.0,synthetic
PO-20250324-01643,Pork Shoulder,2025-03-21,2025-03-24,135.0,delivered,Riverside Pork Supply,2025-03-24,135.0,synthetic
PO-20250327-01644,Pork Shoulder,2025-03-24,2025-03-27,54.0,delivered,Riverside Pork Supply,2025-03-27,54.0,synthetic
PO-20250328-01645,Pork Shoulder,2025-03-25,2025-03-28,9.0,delivered,Riverside Pork Supply,2025-03-28,9.0,synthetic
PO-20250329-01646,Pork Shoulder,2025-03-26,2025-03-29,9.0,delivered,Riverside Pork Supply,2025-03-29,9.0,synthetic
PO-20250331-01647,Pork Shoulder,2025-03-28,2025-03-31,45.0,delivered,Riverside Pork Supply,2025-03-31,45.0,synthetic
PO-20250401-01648,Pork Shoulder,2025-03-29,2025-04-01,24.0,delivered,Riverside Pork Supply,2025-04-01,24.0,synthetic
PO-20250403-01649,Pork Shoulder,2025-03-31,2025-04-03,51.0,delivered,Riverside Pork Supply,2025-04-03,51.0,synthetic
PO-20250408-01650,Pork Shoulder,2025-04-05,2025-04-08,207.0,delivered,Riverside Pork Supply,2025-04-08,207.0,synthetic
PO-20250414-01651,Pork Shoulder,2025-04-11,2025-04-14,240.0,delivered,Riverside Pork Supply,2025-04-14,240.0,synthetic
