schedule_date,source_primal,planned_primal_kg,status,priority,notes
2025-07-13,Pork Belly,346.73,completed,high,today + next-day buffer
2025-07-13,Tenderloin,21.07,completed,low,today + next-day buffer
2025-07-13,Chuck Primal,502.0,completed,high,today + next-day buffer
2025-07-13,Striploin Whole,200.03,completed,normal,today + next-day buffer
2025-07-13,Plate,49.93,completed,low,today + next-day buffer
2025-07-13,Pork Shoulder,97.08,completed,normal,today + next-day buffer
2025-07-13,Chuck Flat,251.16,completed,high,today + next-day buffer
2025-07-13,Round,192.43,completed,normal,today + next-day buffer
2025-07-13,Pork Loin,220.27,partial,high,today + next-day buffer
2025-07-13,Blade Eyes,595.4,cancelled,high,today + next-day buffer
2025-07-13,Bone-in Ribeye,74.52,completed,normal,today + next-day buffer
2025-07-13,Top Sirloin Butt,104.02,completed,normal,today + next-day buffer
2025-07-13,Shank,33.78,completed,low,today + next-day buffer
2025-07-13,Brisket,80.77,completed,normal,today + next-day buffer
2025-07-14,Flank,46.81,completed,low,today + next-day buffer
2025-07-14,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-07-14,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-14,Pork Belly,277.38,completed,high,today + next-day buffer
2025-07-14,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-14,Chuck Primal,407.03,completed,high,today + next-day buffer
2025-07-14,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-07-14,Plate,35.66,completed,low,today + next-day buffer
2025-07-14,Pork Shoulder,69.35,cancelled,normal,today + next-day buffer
2025-07-14,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-14,Round,162.96,completed,normal,today + next-day buffer
2025-07-14,Pork Loin,176.22,completed,high,today + next-day buffer
2025-07-14,Blade Eyes,470.11,partial,high,today + next-day buffer
2025-07-14,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-14,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-14,Shank,23.5,completed,low,today + next-day buffer
2025-07-14,Brisket,58.74,completed,normal,today + next-day buffer
2025-07-15,Flank,46.81,completed,low,today + next-day buffer
2025-07-15,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-07-15,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-15,Pork Belly,277.38,completed,high,today + next-day buffer
2025-07-15,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-15,Chuck Primal,407.03,completed,high,today + next-day buffer
2025-07-15,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-07-15,Plate,35.66,completed,low,today + next-day buffer
2025-07-15,Pork Shoulder,69.35,cancelled,normal,today + next-day buffer
2025-07-15,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-15,Round,162.96,completed,normal,today + next-day buffer
2025-07-15,Pork Loin,176.22,cancelled,high,today + next-day buffer
2025-07-15,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-07-15,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-15,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-15,Shank,23.5,completed,low,today + next-day buffer
2025-07-15,Brisket,58.74,completed,normal,today + next-day buffer
2025-07-16,Flank,46.81,completed,low,today + next-day buffer
2025-07-16,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-07-16,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-16,Pork Belly,277.38,completed,high,today + next-day buffer
2025-07-16,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-16,Chuck Primal,407.03,completed,high,today + next-day buffer
2025-07-16,Striploin Whole,160.03,partial,normal,today + next-day buffer
2025-07-16,Plate,35.66,completed,low,today + next-day buffer
2025-07-16,Pork Shoulder,69.35,cancelled,normal,today + next-day buffer
2025-07-16,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-16,Round,162.96,completed,normal,today + next-day buffer
2025-07-16,Pork Loin,176.22,cancelled,high,today + next-day buffer
2025-07-16,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-07-16,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-16,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-16,Shank,23.5,completed,low,today + next-day buffer
2025-07-16,Brisket,58.74,completed,normal,today + next-day buffer
2025-07-17,Flank,46.81,completed,low,today + next-day buffer
2025-07-17,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-07-17,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-17,Pork Belly,277.38,completed,high,today + next-day buffer
2025-07-17,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-17,Chuck Primal,407.03,completed,high,today + next-day buffer
2025-07-17,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-07-17,Plate,35.66,completed,low,today + next-day buffer
2025-07-17,Pork Shoulder,69.35,cancelled,normal,today + next-day buffer
2025-07-17,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-17,Round,162.96,completed,normal,today + next-day buffer
2025-07-17,Pork Loin,176.22,cancelled,high,today + next-day buffer
2025-07-17,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-07-17,Bone-in Ribeye,55.89,partial,normal,today + next-day buffer
2025-07-17,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-17,Shank,23.5,completed,low,today + next-day buffer
2025-07-17,Brisket,58.74,completed,normal,today + next-day buffer
2025-07-18,Flank,62.41,completed,low,today + next-day buffer
2025-07-18,6X6 Frenched,42.07,completed,low,today + next-day buffer
2025-07-18,Wagyu Flat Iron,42.11,completed,low,today + next-day buffer
2025-07-18,Pork Belly,346.73,partial,high,today + next-day buffer
2025-07-18,Tenderloin,21.07,completed,low,today + next-day buffer
2025-07-18,Chuck Primal,502.0,completed,high,today + next-day buffer
2025-07-18,Striploin Whole,200.03,completed,normal,today + next-day buffer
2025-07-18,Plate,49.93,completed,low,today + next-day buffer
2025-07-18,Pork Shoulder,97.08,cancelled,normal,today + next-day buffer
2025-07-18,Chuck Flat,251.16,completed,high,today + next-day buffer
2025-07-18,Round,192.43,completed,normal,today + next-day buffer
2025-07-18,Pork Loin,220.27,completed,high,today + next-day buffer
2025-07-18,Blade Eyes,595.4,completed,high,today + next-day buffer
2025-07-18,Bone-in Ribeye,74.52,completed,normal,today + next-day buffer
2025-07-18,Top Sirloin Butt,104.02,completed,normal,today + next-day buffer
2025-07-18,Shank,33.78,completed,low,today + next-day buffer
2025-07-18,Brisket,80.77,completed,normal,today + next-day buffer
2025-07-19,Flank,78.01,completed,low,today + next-day buffer
2025-07-19,6X6 Frenched,50.49,completed,low,today + next-day buffer
2025-07-19,Wagyu Flat Iron,54.14,partial,low,today + next-day buffer
2025-07-19,Pork Belly,416.07,completed,high,today + next-day buffer
2025-07-19,Tenderloin,29.18,completed,low,today + next-day buffer
2025-07-19,Chuck Primal,596.97,completed,high,today + next-day buffer
2025-07-19,Striploin Whole,240.04,completed,normal,today + next-day buffer
2025-07-19,Plate,64.19,completed,low,today + next-day buffer
2025-07-19,Pork Shoulder,124.82,completed,normal,today + next-day buffer
2025-07-19,Chuck Flat,289.22,completed,high,today + next-day buffer
2025-07-19,Round,221.9,completed,normal,today + next-day buffer
2025-07-19,Pork Loin,264.33,completed,high,today + next-day buffer
2025-07-19,Blade Eyes,720.69,completed,high,today + next-day buffer
2025-07-19,Bone-in Ribeye,93.15,completed,normal,today + next-day buffer
2025-07-19,Top Sirloin Butt,133.74,completed,normal,today + next-day buffer
2025-07-19,Shank,44.05,completed,low,today + next-day buffer
2025-07-19,Brisket,102.79,partial,normal,today + next-day buffer
2025-07-20,Flank,62.41,completed,low,today + next-day buffer
2025-07-20,6X6 Frenched,42.07,completed,low,today + next-day buffer
2025-07-20,Wagyu Flat Iron,42.11,partial,low,today + next-day buffer
2025-07-20,Pork Belly,346.73,partial,high,today + next-day buffer
2025-07-20,Tenderloin,21.07,completed,low,today + next-day buffer
2025-07-20,Chuck Primal,502.0,completed,high,today + next-day buffer
2025-07-20,Striploin Whole,200.03,cancelled,normal,today + next-day buffer
2025-07-20,Plate,49.93,completed,low,today + next-day buffer
2025-07-20,Pork Shoulder,97.08,completed,normal,today + next-day buffer
2025-07-20,Chuck Flat,251.16,completed,high,today + next-day buffer
2025-07-20,Round,192.43,completed,normal,today + next-day buffer
2025-07-20,Pork Loin,220.27,completed,high,today + next-day buffer
2025-07-20,Blade Eyes,595.4,cancelled,high,today + next-day buffer
2025-07-20,Bone-in Ribeye,74.52,completed,normal,today + next-day buffer
2025-07-20,Top Sirloin Butt,104.02,completed,normal,today + next-day buffer
2025-07-20,Shank,33.78,completed,low,today + next-day buffer
2025-07-20,Brisket,80.77,completed,normal,today + next-day buffer
2025-07-21,Flank,46.81,completed,low,today + next-day buffer
2025-07-21,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-07-21,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-21,Pork Belly,277.38,completed,high,today + next-day buffer
2025-07-21,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-21,Chuck Primal,407.03,completed,high,today + next-day buffer
2025-07-21,Striploin Whole,160.03,cancelled,normal,today + next-day buffer
2025-07-21,Plate,35.66,completed,low,today + next-day buffer
2025-07-21,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-07-21,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-21,Round,162.96,completed,normal,today + next-day buffer
2025-07-21,Pork Loin,176.22,completed,high,today + next-day buffer
2025-07-21,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-07-21,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-21,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-21,Shank,23.5,completed,low,today + next-day buffer
2025-07-21,Brisket,58.74,completed,normal,today + next-day buffer
2025-07-22,Flank,46.81,completed,low,today + next-day buffer
2025-07-22,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-07-22,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-22,Pork Belly,277.38,completed,high,today + next-day buffer
2025-07-22,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-22,Chuck Primal,407.03,completed,high,today + next-day buffer
2025-07-22,Striploin Whole,160.03,cancelled,normal,today + next-day buffer
2025-07-22,Plate,35.66,completed,low,today + next-day buffer
2025-07-22,Pork Shoulder,69.35,partial,normal,today + next-day buffer
2025-07-22,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-22,Round,162.96,completed,normal,today + next-day buffer
2025-07-22,Pork Loin,176.22,completed,high,today + next-day buffer
2025-07-22,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-07-22,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-22,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-22,Shank,23.5,partial,low,today + next-day buffer
2025-07-22,Brisket,58.74,completed,normal,today + next-day buffer
2025-07-23,Flank,46.81,completed,low,today + next-day buffer
2025-07-23,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-07-23,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-23,Pork Belly,277.38,completed,high,today + next-day buffer
2025-07-23,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-23,Chuck Primal,407.03,cancelled,high,today + next-day buffer
2025-07-23,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-07-23,Plate,35.66,completed,low,today + next-day buffer
2025-07-23,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-07-23,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-23,Round,162.96,completed,normal,today + next-day buffer
2025-07-23,Pork Loin,176.22,completed,high,today + next-day buffer
2025-07-23,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-07-23,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-23,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-23,Shank,23.5,completed,low,today + next-day buffer
2025-07-23,Brisket,58.74,partial,normal,today + next-day buffer
2025-07-24,Flank,46.81,completed,low,today + next-day buffer
2025-07-24,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-07-24,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-24,Pork Belly,277.38,cancelled,high,today + next-day buffer
2025-07-24,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-24,Chuck Primal,407.03,cancelled,high,today + next-day buffer
2025-07-24,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-07-24,Plate,35.66,completed,low,today + next-day buffer
2025-07-24,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-07-24,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-24,Round,162.96,completed,normal,today + next-day buffer
2025-07-24,Pork Loin,176.22,completed,high,today + next-day buffer
2025-07-24,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-07-24,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-24,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-24,Shank,23.5,partial,low,today + next-day buffer
2025-07-24,Brisket,58.74,partial,normal,today + next-day buffer
2025-07-25,Flank,62.41,completed,low,today + next-day buffer
2025-07-25,6X6 Frenched,42.07,completed,low,today + next-day buffer
2025-07-25,Wagyu Flat Iron,42.11,partial,low,today + next-day buffer
2025-07-25,Pork Belly,346.73,cancelled,high,today + next-day buffer
2025-07-25,Tenderloin,21.07,completed,low,today + next-day buffer
2025-07-25,Chuck Primal,502.0,completed,high,today + next-day buffer
2025-07-25,Striploin Whole,200.03,completed,normal,today + next-day buffer
2025-07-25,Plate,49.93,completed,low,today + next-day buffer
2025-07-25,Pork Shoulder,97.08,completed,normal,today + next-day buffer
2025-07-25,Chuck Flat,251.16,completed,high,today + next-day buffer
2025-07-25,Round,192.43,completed,normal,today + next-day buffer
2025-07-25,Pork Loin,220.27,completed,high,today + next-day buffer
2025-07-25,Blade Eyes,595.4,completed,high,today + next-day buffer
2025-07-25,Bone-in Ribeye,74.52,completed,normal,today + next-day buffer
2025-07-25,Top Sirloin Butt,104.02,completed,normal,today + next-day buffer
2025-07-25,Shank,33.78,completed,low,today + next-day buffer
2025-07-25,Brisket,80.77,partial,normal,today + next-day buffer
2025-07-26,Flank,78.01,completed,low,today + next-day buffer
2025-07-26,6X6 Frenched,50.49,completed,low,today + next-day buffer
2025-07-26,Wagyu Flat Iron,54.14,completed,low,today + next-day buffer
2025-07-26,Pork Belly,416.07,cancelled,high,today + next-day buffer
2025-07-26,Tenderloin,29.18,completed,low,today + next-day buffer
2025-07-26,Chuck Primal,596.97,completed,high,today + next-day buffer
2025-07-26,Striploin Whole,240.04,completed,normal,today + next-day buffer
2025-07-26,Plate,64.19,completed,low,today + next-day buffer
2025-07-26,Pork Shoulder,124.82,completed,normal,today + next-day buffer
2025-07-26,Chuck Flat,289.22,completed,high,today + next-day buffer
2025-07-26,Round,221.9,completed,normal,today + next-day buffer
2025-07-26,Pork Loin,264.33,completed,high,today + next-day buffer
2025-07-26,Blade Eyes,720.69,completed,high,today + next-day buffer
2025-07-26,Bone-in Ribeye,93.15,completed,normal,today + next-day buffer
2025-07-26,Top Sirloin Butt,133.74,completed,normal,today + next-day buffer
2025-07-26,Shank,44.05,completed,low,today + next-day buffer
2025-07-26,Brisket,102.79,completed,normal,today + next-day buffer
2025-07-27,Flank,62.41,completed,low,today + next-day buffer
2025-07-27,6X6 Frenched,42.07,completed,low,today + next-day buffer
2025-07-27,Wagyu Flat Iron,42.11,completed,low,today + next-day buffer
2025-07-27,Pork Belly,346.73,cancelled,high,today + next-day buffer
2025-07-27,Tenderloin,21.07,completed,low,today + next-day buffer
2025-07-27,Chuck Primal,502.0,cancelled,high,today + next-day buffer
2025-07-27,Striploin Whole,200.03,completed,normal,today + next-day buffer
2025-07-27,Plate,49.93,completed,low,today + next-day buffer
2025-07-27,Pork Shoulder,97.08,cancelled,normal,today + next-day buffer
2025-07-27,Chuck Flat,251.16,completed,high,today + next-day buffer
2025-07-27,Round,192.43,completed,normal,today + next-day buffer
2025-07-27,Pork Loin,220.27,cancelled,high,today + next-day buffer
2025-07-27,Blade Eyes,595.4,cancelled,high,today + next-day buffer
2025-07-27,Bone-in Ribeye,74.52,completed,normal,today + next-day buffer
2025-07-27,Top Sirloin Butt,104.02,completed,normal,today + next-day buffer
2025-07-27,Shank,33.78,partial,low,today + next-day buffer
2025-07-27,Brisket,80.77,partial,normal,today + next-day buffer
2025-07-28,Flank,46.81,completed,low,today + next-day buffer
2025-07-28,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-07-28,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-28,Pork Belly,277.38,completed,high,today + next-day buffer
2025-07-28,Tenderloin,12.97,partial,low,today + next-day buffer
2025-07-28,Chuck Primal,407.03,cancelled,high,today + next-day buffer
2025-07-28,Striploin Whole,160.03,partial,normal,today + next-day buffer
2025-07-28,Plate,35.66,completed,low,today + next-day buffer
2025-07-28,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-07-28,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-28,Round,162.96,completed,normal,today + next-day buffer
2025-07-28,Pork Loin,176.22,completed,high,today + next-day buffer
2025-07-28,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-07-28,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-28,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-28,Shank,23.5,completed,low,today + next-day buffer
2025-07-28,Brisket,58.74,completed,normal,today + next-day buffer
2025-07-29,Flank,46.81,completed,low,today + next-day buffer
2025-07-29,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-07-29,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-29,Pork Belly,277.38,completed,high,today + next-day buffer
2025-07-29,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-29,Chuck Primal,407.03,cancelled,high,today + next-day buffer
2025-07-29,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-07-29,Plate,35.66,completed,low,today + next-day buffer
2025-07-29,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-07-29,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-29,Round,162.96,partial,normal,today + next-day buffer
2025-07-29,Pork Loin,176.22,completed,high,today + next-day buffer
2025-07-29,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-07-29,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-29,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-29,Shank,23.5,partial,low,today + next-day buffer
2025-07-29,Brisket,58.74,completed,normal,today + next-day buffer
2025-07-30,Flank,46.81,partial,low,today + next-day buffer
2025-07-30,6X6 Frenched,33.66,partial,low,today + next-day buffer
2025-07-30,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-07-30,Pork Belly,277.38,partial,high,today + next-day buffer
2025-07-30,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-30,Chuck Primal,407.03,cancelled,high,today + next-day buffer
2025-07-30,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-07-30,Plate,35.66,completed,low,today + next-day buffer
2025-07-30,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-07-30,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-30,Round,162.96,completed,normal,today + next-day buffer
2025-07-30,Pork Loin,176.22,completed,high,today + next-day buffer
2025-07-30,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-07-30,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-30,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-30,Shank,23.5,completed,low,today + next-day buffer
2025-07-30,Brisket,58.74,completed,normal,today + next-day buffer
2025-07-31,Flank,46.81,partial,low,today + next-day buffer
2025-07-31,6X6 Frenched,33.66,partial,low,today + next-day buffer
2025-07-31,Wagyu Flat Iron,30.08,cancelled,low,today + next-day buffer
2025-07-31,Pork Belly,277.38,completed,high,today + next-day buffer
2025-07-31,Tenderloin,12.97,completed,low,today + next-day buffer
2025-07-31,Chuck Primal,407.03,cancelled,high,today + next-day buffer
2025-07-31,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-07-31,Plate,35.66,completed,low,today + next-day buffer
2025-07-31,Pork Shoulder,69.35,partial,normal,today + next-day buffer
2025-07-31,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-07-31,Round,162.96,partial,normal,today + next-day buffer
2025-07-31,Pork Loin,176.22,completed,high,today + next-day buffer
2025-07-31,Blade Eyes,470.11,partial,high,today + next-day buffer
2025-07-31,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-07-31,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-07-31,Shank,23.5,completed,low,today + next-day buffer
2025-07-31,Brisket,58.74,completed,normal,today + next-day buffer
2025-08-01,Flank,62.41,completed,low,today + next-day buffer
2025-08-01,6X6 Frenched,42.07,completed,low,today + next-day buffer
2025-08-01,Wagyu Flat Iron,42.11,cancelled,low,today + next-day buffer
2025-08-01,Pork Belly,346.73,completed,high,today + next-day buffer
2025-08-01,Tenderloin,21.07,completed,low,today + next-day buffer
2025-08-01,Chuck Primal,502.0,cancelled,high,today + next-day buffer
2025-08-01,Striploin Whole,200.03,completed,normal,today + next-day buffer
2025-08-01,Plate,49.93,completed,low,today + next-day buffer
2025-08-01,Pork Shoulder,97.08,completed,normal,today + next-day buffer
2025-08-01,Chuck Flat,251.16,completed,high,today + next-day buffer
2025-08-01,Round,192.43,completed,normal,today + next-day buffer
2025-08-01,Pork Loin,220.27,partial,high,today + next-day buffer
2025-08-01,Blade Eyes,595.4,completed,high,today + next-day buffer
2025-08-01,Bone-in Ribeye,74.52,completed,normal,today + next-day buffer
2025-08-01,Top Sirloin Butt,104.02,completed,normal,today + next-day buffer
2025-08-01,Shank,33.78,completed,low,today + next-day buffer
2025-08-01,Brisket,80.77,completed,normal,today + next-day buffer
2025-08-02,Flank,78.01,completed,low,today + next-day buffer
2025-08-02,6X6 Frenched,50.49,completed,low,today + next-day buffer
2025-08-02,Wagyu Flat Iron,54.14,completed,low,today + next-day buffer
2025-08-02,Pork Belly,416.07,completed,high,today + next-day buffer
2025-08-02,Tenderloin,29.18,partial,low,today + next-day buffer
2025-08-02,Chuck Primal,596.97,completed,high,today + next-day buffer
2025-08-02,Striploin Whole,240.04,partial,normal,today + next-day buffer
2025-08-02,Plate,64.19,completed,low,today + next-day buffer
2025-08-02,Pork Shoulder,124.82,completed,normal,today + next-day buffer
2025-08-02,Chuck Flat,289.22,completed,high,today + next-day buffer
2025-08-02,Round,221.9,completed,normal,today + next-day buffer
2025-08-02,Pork Loin,264.33,completed,high,today + next-day buffer
2025-08-02,Blade Eyes,720.69,completed,high,today + next-day buffer
2025-08-02,Bone-in Ribeye,93.15,completed,normal,today + next-day buffer
2025-08-02,Top Sirloin Butt,133.74,completed,normal,today + next-day buffer
2025-08-02,Shank,44.05,completed,low,today + next-day buffer
2025-08-02,Brisket,102.79,partial,normal,today + next-day buffer
2025-08-03,Flank,62.41,completed,low,today + next-day buffer
2025-08-03,6X6 Frenched,42.07,completed,low,today + next-day buffer
2025-08-03,Wagyu Flat Iron,42.11,completed,low,today + next-day buffer
2025-08-03,Pork Belly,346.73,completed,high,today + next-day buffer
2025-08-03,Tenderloin,21.07,completed,low,today + next-day buffer
2025-08-03,Chuck Primal,502.0,completed,high,today + next-day buffer
2025-08-03,Striploin Whole,200.03,partial,normal,today + next-day buffer
2025-08-03,Plate,49.93,completed,low,today + next-day buffer
2025-08-03,Pork Shoulder,97.08,completed,normal,today + next-day buffer
2025-08-03,Chuck Flat,251.16,completed,high,today + next-day buffer
2025-08-03,Round,192.43,completed,normal,today + next-day buffer
2025-08-03,Pork Loin,220.27,completed,high,today + next-day buffer
2025-08-03,Blade Eyes,595.4,cancelled,high,today + next-day buffer
2025-08-03,Bone-in Ribeye,74.52,completed,normal,today + next-day buffer
2025-08-03,Top Sirloin Butt,104.02,completed,normal,today + next-day buffer
2025-08-03,Shank,33.78,completed,low,today + next-day buffer
2025-08-03,Brisket,80.77,partial,normal,today + next-day buffer
2025-08-04,Flank,46.81,completed,low,today + next-day buffer
2025-08-04,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-08-04,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-08-04,Pork Belly,277.38,completed,high,today + next-day buffer
2025-08-04,Tenderloin,12.97,completed,low,today + next-day buffer
2025-08-04,Chuck Primal,407.03,completed,high,today + next-day buffer
2025-08-04,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-08-04,Plate,35.66,completed,low,today + next-day buffer
2025-08-04,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-08-04,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-08-04,Round,162.96,completed,normal,today + next-day buffer
2025-08-04,Pork Loin,176.22,completed,high,today + next-day buffer
2025-08-04,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-08-04,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-08-04,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-08-04,Shank,23.5,completed,low,today + next-day buffer
2025-08-04,Brisket,58.74,completed,normal,today + next-day buffer
2025-08-05,Flank,46.81,completed,low,today + next-day buffer
2025-08-05,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-08-05,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-08-05,Pork Belly,277.38,completed,high,today + next-day buffer
2025-08-05,Tenderloin,12.97,completed,low,today + next-day buffer
2025-08-05,Chuck Primal,407.03,completed,high,today + next-day buffer
2025-08-05,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-08-05,Plate,35.66,completed,low,today + next-day buffer
2025-08-05,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-08-05,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-08-05,Round,162.96,completed,normal,today + next-day buffer
2025-08-05,Pork Loin,176.22,completed,high,today + next-day buffer
2025-08-05,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-08-05,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-08-05,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-08-05,Shank,23.5,completed,low,today + next-day buffer
2025-08-05,Brisket,58.74,completed,normal,today + next-day buffer
2025-08-06,Flank,46.81,completed,low,today + next-day buffer
2025-08-06,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-08-06,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
2025-08-06,Pork Belly,277.38,completed,high,today + next-day buffer
2025-08-06,Tenderloin,12.97,completed,low,today + next-day buffer
2025-08-06,Chuck Primal,407.03,completed,high,today + next-day buffer
2025-08-06,Striploin Whole,160.03,completed,normal,today + next-day buffer
2025-08-06,Plate,35.66,completed,low,today + next-day buffer
2025-08-06,Pork Shoulder,69.35,completed,normal,today + next-day buffer
2025-08-06,Chuck Flat,213.11,completed,high,today + next-day buffer
2025-08-06,Round,162.96,completed,normal,today + next-day buffer
2025-08-06,Pork Loin,176.22,completed,high,today + next-day buffer
2025-08-06,Blade Eyes,470.11,completed,high,today + next-day buffer
2025-08-06,Bone-in Ribeye,55.89,completed,normal,today + next-day buffer
2025-08-06,Top Sirloin Butt,74.3,completed,normal,today + next-day buffer
2025-08-06,Shank,23.5,completed,low,today + next-day buffer
2025-08-06,Brisket,58.74,completed,normal,today + next-day buffer
2025-08-07,Flank,46.81,completed,low,today + next-day buffer
2025-08-07,6X6 Frenched,33.66,completed,low,today + next-day buffer
2025-08-07,Wagyu Flat Iron,30.08,completed,low,today + next-day buffer
